ID	Term	Category	Genes	adj_pval
GO:0048856	anatomical structure development	BP	ENSG00000072422,ENSG00000127528,ENSG00000116584,ENSG00000151651,ENSG00000113163,ENSG00000113916,ENSG00000163132,ENSG00000124766,ENSG00000172071,ENSG00000127578,ENSG00000124813,ENSG00000174705,ENSG00000158859,ENSG00000129757,ENSG00000168542,ENSG00000204262,ENSG00000176692,ENSG00000125398,ENSG00000111799,ENSG00000101265,ENSG00000106004,ENSG00000142627,ENSG00000118523,ENSG00000128165,ENSG00000169330,ENSG00000071246,ENSG00000161381,ENSG00000140105,ENSG00000006327,ENSG00000107731,ENSG00000101384,ENSG00000073756,ENSG00000173269,ENSG00000128917,ENSG00000021645,ENSG00000027869,ENSG00000196189,ENSG00000182585,ENSG00000163874,ENSG00000205336,ENSG00000163235,ENSG00000124882,ENSG00000116016,ENSG00000143369,ENSG00000169429,ENSG00000177606,ENSG00000167772,ENSG00000069667,ENSG00000143878,ENSG00000161638,ENSG00000066468,ENSG00000150630,ENSG00000105974,ENSG00000130066,ENSG00000142798,ENSG00000143995,ENSG00000099250,ENSG00000096717,ENSG00000140545,ENSG00000135636,ENSG00000112715,ENSG00000144810,ENSG00000136999,ENSG00000100292,ENSG00000160199,ENSG00000100219,ENSG00000091129,ENSG00000049130,ENSG00000128564,ENSG00000172216,ENSG00000106003,ENSG00000154734,ENSG00000186792,ENSG00000176170,ENSG00000164442,ENSG00000172893,ENSG00000162769,ENSG00000137868,ENSG00000064195,ENSG00000141052,ENSG00000171223,ENSG00000148926,ENSG00000185650,ENSG00000198732,ENSG00000185630,ENSG00000164920,ENSG00000167034,ENSG00000145147,ENSG00000164619,ENSG00000251493,ENSG00000196159,ENSG00000100078,ENSG00000125875,ENSG00000128596,ENSG00000175592,ENSG00000185022,ENSG00000136944,ENSG00000153233,ENSG00000197063,ENSG00000154803,ENSG00000196839,ENSG00000172379,ENSG00000114315,ENSG00000260428,ENSG00000124216,ENSG00000119508,ENSG00000114251,ENSG00000001617,ENSG00000112902,ENSG00000075223,ENSG00000166823,ENSG00000144485,ENSG00000168646,ENSG00000188290,ENSG00000134107,ENSG00000005102,ENSG00000153234,ENSG00000133083,ENSG00000146038,ENSG00000119042,ENSG00000256061,ENSG00000112139,ENSG00000005884,ENSG00000168209,ENSG00000198598,ENSG00000169174,ENSG00000011465,ENSG00000164120,ENSG00000149948,ENSG00000019549,ENSG00000177000,ENSG00000182175,ENSG00000149418,ENSG00000159167,ENSG00000070669,ENSG00000153879,ENSG00000112972,ENSG00000242265,ENSG00000147383,ENSG00000109101,ENSG00000122707,ENSG00000121068,ENSG00000179776,ENSG00000175197,ENSG00000166886,ENSG00000186832,ENSG00000206075,ENSG00000140945,ENSG00000142871,ENSG00000123358,ENSG00000179388,ENSG00000169884,ENSG00000020633,ENSG00000184254,ENSG00000144821,ENSG00000130522,ENSG00000184564,ENSG00000137936,ENSG00000160472,ENSG00000103056,ENSG00000163694,ENSG00000135253,ENSG00000134363,ENSG00000139304,ENSG00000169508,ENSG00000197943,ENSG00000217128,ENSG00000092929,ENSG00000118503,ENSG00000184113,ENSG00000130558,ENSG00000049192,ENSG00000139926,ENSG00000104888,ENSG00000176624,ENSG00000127948,ENSG00000205221,ENSG00000187955,ENSG00000143384,ENSG00000134686,ENSG00000188620,ENSG00000099338,ENSG00000132016,ENSG00000177426,ENSG00000137193,ENSG00000182511,ENSG00000140961,ENSG00000171617,ENSG00000176597,ENSG00000122133,ENSG00000145911,ENSG00000138100,ENSG00000112245,ENSG00000179168,ENSG00000232810,ENSG00000136383,ENSG00000170681,ENSG00000188766,ENSG00000120211,ENSG00000135373,ENSG00000196781,ENSG00000170689,ENSG00000157927,ENSG00000165617,ENSG00000187908,ENSG00000043355,ENSG00000159556,ENSG00000198369,ENSG00000095794,ENSG00000152580,ENSG00000113721,ENSG00000139800,ENSG00000164778,ENSG00000158815,ENSG00000166126,ENSG00000187678,ENSG00000135919,ENSG00000169184,ENSG00000153885,ENSG00000163806,ENSG00000111348,ENSG00000172361,ENSG00000137270,ENSG00000136261,ENSG00000198963,ENSG00000197181,ENSG00000167874,ENSG00000126368,ENSG00000006652,ENSG00000182687,ENSG00000161270,ENSG00000059728,ENSG00000136158,ENSG00000152518,ENSG00000115507,ENSG00000128342,ENSG00000198576,ENSG00000188763,ENSG00000186951,ENSG00000154438,ENSG00000182463,ENSG00000181788,ENSG00000126803,ENSG00000137331,ENSG00000111057,ENSG00000009950,ENSG00000167081,ENSG00000123612,ENSG00000196074,ENSG00000140678,ENSG00000164171,ENSG00000010030,ENSG00000116133,ENSG00000160469,ENSG00000067798,ENSG00000198517,ENSG00000105695,ENSG00000166257,ENSG00000135127,ENSG00000147852,ENSG00000089820,ENSG00000170345,ENSG00000196628,ENSG00000156453,ENSG00000128965,ENSG00000130638,ENSG00000125775,ENSG00000161958,ENSG00000006459,ENSG00000265763,ENSG00000040608,ENSG00000196569,ENSG00000185950,ENSG00000147010,ENSG00000121966,ENSG00000148082,ENSG00000120729,ENSG00000137877,ENSG00000106070,ENSG00000069764,ENSG00000162068,ENSG00000033327,ENSG00000196338,ENSG00000107742,ENSG00000102385,ENSG00000170485,ENSG00000197971,ENSG00000128271,ENSG00000010278,ENSG00000169282,ENSG00000198835,ENSG00000117152,ENSG00000173805,ENSG00000092621,ENSG00000198121,ENSG00000171303,ENSG00000151012,ENSG00000197106,ENSG00000122877,ENSG00000109099,ENSG00000198743,ENSG00000152684,ENSG00000007264,ENSG00000136826,ENSG00000183018,ENSG00000177238,ENSG00000135424,ENSG00000113070,ENSG00000165887,ENSG00000198947,ENSG00000165410,ENSG00000125772,ENSG00000113739,ENSG00000173531,ENSG00000120833,ENSG00000159399,ENSG00000163347,ENSG00000105327,ENSG00000099260,ENSG00000116574,ENSG00000146376,ENSG00000104140,ENSG00000176438,ENSG00000128578,ENSG00000127084,ENSG00000115963,ENSG00000176842,ENSG00000135346,ENSG00000131737,ENSG00000101846,ENSG00000189280,ENSG00000053747,ENSG00000176046,ENSG00000129194,ENSG00000121858,ENSG00000196139,ENSG00000169136,ENSG00000144655,ENSG00000133710,ENSG00000159388,ENSG00000163884,ENSG00000125966,ENSG00000163687,ENSG00000104327,ENSG00000130203,ENSG00000074660,ENSG00000185133,ENSG00000142513,ENSG00000109321,ENSG00000145632,ENSG00000197405,ENSG00000109819,ENSG00000183044,ENSG00000184524,ENSG00000095397,ENSG00000069535,ENSG00000132510,ENSG00000134294,ENSG00000142611,ENSG00000169247,ENSG00000157827,ENSG00000184371,ENSG00000111252,ENSG00000163565,ENSG00000182809,ENSG00000104856,ENSG00000160888,ENSG00000128272,ENSG00000095752,ENSG00000067082,ENSG00000128590,ENSG00000092295,ENSG00000265972,ENSG00000120738,ENSG00000147324,ENSG00000143479,ENSG00000163431,ENSG00000159251,ENSG00000136235,ENSG00000162733,ENSG00000169252,ENSG00000185862,ENSG00000158710,ENSG00000078902,ENSG00000151632,ENSG00000187134,ENSG00000117148,ENSG00000196581,ENSG00000169710,ENSG00000132002,ENSG00000136244,ENSG00000124762,ENSG00000134324,ENSG00000134986,ENSG00000166900,ENSG00000167100,ENSG00000108950,ENSG00000144136,ENSG00000062038,ENSG00000205426,ENSG00000170442,ENSG00000135480,ENSG00000170421,ENSG00000184363,ENSG00000115380,ENSG00000070729,ENSG00000162772,ENSG00000137474,ENSG00000186480,ENSG00000006611,ENSG00000165272,ENSG00000055732,ENSG00000103740,ENSG00000104413,ENSG00000148339,ENSG00000100867,ENSG00000134321,ENSG00000235387,ENSG00000080573,ENSG00000116285,ENSG00000122367,ENSG00000118194,ENSG00000113161,ENSG00000107738,ENSG00000143507,ENSG00000133639,ENSG00000162891,ENSG00000135047,ENSG00000077238,ENSG00000128016,ENSG00000204389,ENSG00000204388,ENSG00000270276,ENSG00000101335,ENSG00000278828,ENSG00000077009,ENSG00000146674,ENSG00000178764,ENSG00000244405,ENSG00000274286,ENSG00000122378,ENSG00000004776,ENSG00000106211,ENSG00000105855,ENSG00000117525,ENSG00000117122,ENSG00000136205,ENSG00000127129,ENSG00000139269,ENSG00000130513,ENSG00000171517,ENSG00000140297,ENSG00000105971,ENSG00000128591,ENSG00000118515,ENSG00000166924,ENSG00000213949,ENSG00000106460,ENSG00000002746,ENSG00000165730,ENSG00000111962,ENSG00000146242,ENSG00000114854,ENSG00000153395,ENSG00000242866,ENSG00000065534,ENSG00000139318,ENSG00000184557,ENSG00000179148,ENSG00000130164,ENSG00000052344,ENSG00000100889,ENSG00000078114,ENSG00000163017,ENSG00000175567,ENSG00000162004,ENSG00000138660,ENSG00000166407,ENSG00000112096,ENSG00000144802,ENSG00000164038,ENSG00000261678,ENSG00000146530	2.38E-16
GO:0007275	multicellular organism development	BP	ENSG00000124766,ENSG00000172071,ENSG00000127578,ENSG00000124813,ENSG00000174705,ENSG00000158859,ENSG00000129757,ENSG00000168542,ENSG00000204262,ENSG00000176692,ENSG00000125398,ENSG00000111799,ENSG00000101265,ENSG00000106004,ENSG00000142627,ENSG00000118523,ENSG00000128165,ENSG00000169330,ENSG00000071246,ENSG00000161381,ENSG00000140105,ENSG00000006327,ENSG00000107731,ENSG00000101384,ENSG00000073756,ENSG00000173269,ENSG00000128917,ENSG00000021645,ENSG00000027869,ENSG00000196189,ENSG00000182585,ENSG00000163874,ENSG00000205336,ENSG00000163235,ENSG00000124882,ENSG00000116016,ENSG00000143369,ENSG00000169429,ENSG00000177606,ENSG00000167772,ENSG00000069667,ENSG00000143878,ENSG00000161638,ENSG00000066468,ENSG00000150630,ENSG00000105974,ENSG00000130066,ENSG00000142798,ENSG00000143995,ENSG00000099250,ENSG00000096717,ENSG00000140545,ENSG00000151651,ENSG00000135636,ENSG00000112715,ENSG00000144810,ENSG00000136999,ENSG00000100292,ENSG00000160199,ENSG00000100219,ENSG00000091129,ENSG00000049130,ENSG00000128564,ENSG00000172216,ENSG00000106003,ENSG00000154734,ENSG00000186792,ENSG00000176170,ENSG00000164442,ENSG00000172893,ENSG00000162769,ENSG00000137868,ENSG00000064195,ENSG00000141052,ENSG00000171223,ENSG00000148926,ENSG00000185650,ENSG00000198732,ENSG00000185630,ENSG00000164920,ENSG00000167034,ENSG00000145147,ENSG00000164619,ENSG00000251493,ENSG00000196159,ENSG00000175592,ENSG00000185022,ENSG00000127528,ENSG00000136944,ENSG00000153233,ENSG00000197063,ENSG00000113163,ENSG00000154803,ENSG00000196839,ENSG00000172379,ENSG00000114315,ENSG00000163132,ENSG00000260428,ENSG00000124216,ENSG00000119508,ENSG00000001617,ENSG00000112902,ENSG00000075223,ENSG00000166823,ENSG00000144485,ENSG00000168646,ENSG00000188290,ENSG00000114251,ENSG00000134107,ENSG00000005102,ENSG00000153234,ENSG00000133083,ENSG00000146038,ENSG00000119042,ENSG00000256061,ENSG00000112139,ENSG00000005884,ENSG00000168209,ENSG00000198598,ENSG00000169174,ENSG00000011465,ENSG00000164120,ENSG00000149948,ENSG00000019549,ENSG00000177000,ENSG00000182175,ENSG00000149418,ENSG00000070669,ENSG00000153879,ENSG00000112972,ENSG00000242265,ENSG00000147383,ENSG00000109101,ENSG00000122707,ENSG00000121068,ENSG00000179776,ENSG00000175197,ENSG00000166886,ENSG00000140945,ENSG00000142871,ENSG00000123358,ENSG00000179388,ENSG00000169884,ENSG00000020633,ENSG00000184254,ENSG00000144821,ENSG00000184564,ENSG00000125875,ENSG00000137936,ENSG00000160472,ENSG00000103056,ENSG00000163694,ENSG00000135253,ENSG00000134363,ENSG00000139304,ENSG00000169508,ENSG00000197943,ENSG00000217128,ENSG00000184113,ENSG00000130558,ENSG00000049192,ENSG00000104888,ENSG00000176624,ENSG00000127948,ENSG00000159167,ENSG00000205221,ENSG00000187955,ENSG00000172361,ENSG00000167081,ENSG00000123612,ENSG00000196074,ENSG00000232810,ENSG00000140678,ENSG00000196781,ENSG00000164171,ENSG00000010030,ENSG00000160469,ENSG00000067798,ENSG00000198517,ENSG00000188620,ENSG00000105695,ENSG00000171617,ENSG00000145911,ENSG00000166257,ENSG00000135127,ENSG00000147852,ENSG00000089820,ENSG00000170345,ENSG00000165617,ENSG00000043355,ENSG00000196628,ENSG00000156453,ENSG00000116584,ENSG00000139800,ENSG00000158815,ENSG00000135919,ENSG00000128965,ENSG00000130638,ENSG00000136261,ENSG00000125775,ENSG00000188763,ENSG00000161958,ENSG00000006459,ENSG00000265763,ENSG00000040608,ENSG00000196569,ENSG00000185950,ENSG00000147010,ENSG00000121966,ENSG00000148082,ENSG00000120729,ENSG00000137877,ENSG00000106070,ENSG00000069764,ENSG00000162068,ENSG00000033327,ENSG00000196338,ENSG00000107742,ENSG00000102385,ENSG00000176597,ENSG00000170485,ENSG00000197971,ENSG00000128271,ENSG00000010278,ENSG00000169282,ENSG00000198835,ENSG00000117152,ENSG00000173805,ENSG00000092621,ENSG00000198121,ENSG00000171303,ENSG00000151012,ENSG00000197106,ENSG00000122877,ENSG00000109099,ENSG00000198743,ENSG00000136826,ENSG00000136383,ENSG00000186951,ENSG00000183018,ENSG00000177238,ENSG00000135424,ENSG00000170681,ENSG00000113070,ENSG00000165887,ENSG00000161270,ENSG00000198947,ENSG00000165410,ENSG00000125772,ENSG00000113739,ENSG00000179168,ENSG00000173531,ENSG00000128342,ENSG00000120833,ENSG00000159399,ENSG00000163347,ENSG00000105327,ENSG00000176842,ENSG00000135346,ENSG00000176046,ENSG00000129194,ENSG00000113721,ENSG00000121858,ENSG00000196139,ENSG00000169136,ENSG00000144655,ENSG00000159388,ENSG00000170689,ENSG00000115507,ENSG00000198576,ENSG00000163884,ENSG00000125966,ENSG00000104327,ENSG00000182511,ENSG00000130203,ENSG00000074660,ENSG00000185133,ENSG00000142513,ENSG00000109321,ENSG00000145632,ENSG00000133710,ENSG00000136158,ENSG00000159556,ENSG00000197405,ENSG00000109819,ENSG00000183044,ENSG00000184524,ENSG00000095397,ENSG00000069535,ENSG00000132510,ENSG00000134294,ENSG00000142611,ENSG00000169247,ENSG00000184371,ENSG00000111252,ENSG00000163565,ENSG00000182809,ENSG00000152518,ENSG00000104856,ENSG00000164778,ENSG00000160888,ENSG00000128272,ENSG00000095752,ENSG00000067082,ENSG00000113916,ENSG00000128590,ENSG00000092295,ENSG00000265972,ENSG00000186832,ENSG00000120738,ENSG00000147324,ENSG00000143479,ENSG00000136235,ENSG00000162733,ENSG00000169252,ENSG00000006652,ENSG00000116133,ENSG00000185862,ENSG00000196581,ENSG00000169710,ENSG00000132002,ENSG00000136244,ENSG00000124762,ENSG00000134324,ENSG00000134986,ENSG00000166900,ENSG00000182687,ENSG00000167100,ENSG00000108950,ENSG00000144136,ENSG00000062038,ENSG00000131737,ENSG00000205426,ENSG00000170442,ENSG00000135480,ENSG00000170421,ENSG00000111057,ENSG00000184363,ENSG00000115380,ENSG00000070729,ENSG00000198963,ENSG00000162772,ENSG00000053747,ENSG00000137474,ENSG00000186480,ENSG00000006611,ENSG00000165272,ENSG00000055732,ENSG00000103740,ENSG00000104413,ENSG00000148339,ENSG00000100867,ENSG00000134321,ENSG00000235387,ENSG00000080573,ENSG00000116285,ENSG00000107738,ENSG00000143507,ENSG00000133639,ENSG00000162891,ENSG00000135047,ENSG00000077238,ENSG00000128016,ENSG00000204389,ENSG00000204388,ENSG00000270276,ENSG00000101335,ENSG00000278828,ENSG00000178764,ENSG00000244405,ENSG00000274286,ENSG00000122378,ENSG00000004776,ENSG00000106211,ENSG00000105855,ENSG00000117525,ENSG00000117122,ENSG00000136205,ENSG00000127129,ENSG00000113161,ENSG00000171517,ENSG00000105971,ENSG00000118515,ENSG00000166924,ENSG00000213949,ENSG00000106460,ENSG00000002746,ENSG00000165730,ENSG00000111962,ENSG00000146242,ENSG00000159251,ENSG00000118194,ENSG00000114854,ENSG00000137270,ENSG00000153395,ENSG00000137193,ENSG00000242866,ENSG00000065534,ENSG00000139318,ENSG00000206075,ENSG00000184557,ENSG00000189280,ENSG00000140297,ENSG00000118503,ENSG00000179148,ENSG00000130164,ENSG00000052344,ENSG00000100889,ENSG00000078114,ENSG00000163017,ENSG00000175567,ENSG00000111348,ENSG00000166407,ENSG00000112096,ENSG00000144802,ENSG00000164038,ENSG00000261678,ENSG00000152580,ENSG00000143384,ENSG00000134686,ENSG00000099338,ENSG00000132016,ENSG00000177426,ENSG00000140961,ENSG00000122133,ENSG00000138100,ENSG00000112245,ENSG00000188766,ENSG00000120211,ENSG00000135373,ENSG00000157927,ENSG00000187908,ENSG00000198369,ENSG00000095794,ENSG00000166126,ENSG00000187678,ENSG00000169184,ENSG00000153885,ENSG00000163806,ENSG00000197181,ENSG00000167874,ENSG00000126368,ENSG00000059728,ENSG00000154438,ENSG00000182463,ENSG00000181788	3.13E-15
GO:0009653	anatomical structure morphogenesis	BP	ENSG00000072422,ENSG00000127528,ENSG00000116584,ENSG00000151651,ENSG00000113163,ENSG00000113916,ENSG00000163132,ENSG00000118523,ENSG00000125398,ENSG00000128165,ENSG00000169330,ENSG00000071246,ENSG00000161381,ENSG00000140105,ENSG00000006327,ENSG00000107731,ENSG00000101384,ENSG00000073756,ENSG00000173269,ENSG00000128917,ENSG00000172071,ENSG00000021645,ENSG00000027869,ENSG00000196189,ENSG00000182585,ENSG00000163874,ENSG00000205336,ENSG00000163235,ENSG00000124882,ENSG00000116016,ENSG00000143369,ENSG00000169429,ENSG00000177606,ENSG00000167772,ENSG00000069667,ENSG00000143878,ENSG00000161638,ENSG00000066468,ENSG00000150630,ENSG00000105974,ENSG00000130066,ENSG00000142798,ENSG00000143995,ENSG00000099250,ENSG00000096717,ENSG00000140545,ENSG00000135636,ENSG00000112715,ENSG00000144810,ENSG00000136999,ENSG00000142627,ENSG00000100292,ENSG00000160199,ENSG00000100219,ENSG00000091129,ENSG00000176692,ENSG00000141052,ENSG00000164442,ENSG00000171223,ENSG00000148926,ENSG00000185650,ENSG00000185630,ENSG00000251493,ENSG00000196159,ENSG00000100078,ENSG00000125875,ENSG00000128596,ENSG00000260428,ENSG00000124216,ENSG00000119508,ENSG00000114251,ENSG00000166823,ENSG00000144485,ENSG00000168646,ENSG00000188290,ENSG00000167034,ENSG00000106003,ENSG00000134107,ENSG00000075223,ENSG00000114315,ENSG00000005102,ENSG00000196839,ENSG00000124766,ENSG00000177000,ENSG00000182175,ENSG00000149418,ENSG00000159167,ENSG00000121068,ENSG00000166886,ENSG00000124813,ENSG00000186832,ENSG00000206075,ENSG00000106004,ENSG00000140945,ENSG00000142871,ENSG00000123358,ENSG00000179388,ENSG00000145147,ENSG00000112902,ENSG00000164619,ENSG00000184254,ENSG00000137936,ENSG00000184564,ENSG00000092929,ENSG00000118503,ENSG00000184113,ENSG00000137868,ENSG00000130558,ENSG00000019549,ENSG00000139926,ENSG00000127948,ENSG00000111799,ENSG00000205221,ENSG00000187955,ENSG00000196074,ENSG00000232810,ENSG00000140678,ENSG00000196781,ENSG00000011465,ENSG00000109101,ENSG00000164171,ENSG00000010030,ENSG00000160469,ENSG00000133083,ENSG00000040608,ENSG00000001617,ENSG00000147852,ENSG00000196569,ENSG00000185950,ENSG00000147010,ENSG00000121966,ENSG00000148082,ENSG00000120729,ENSG00000137877,ENSG00000106070,ENSG00000069764,ENSG00000162068,ENSG00000033327,ENSG00000136826,ENSG00000161270,ENSG00000122877,ENSG00000099260,ENSG00000135424,ENSG00000182511,ENSG00000116574,ENSG00000146376,ENSG00000104140,ENSG00000176438,ENSG00000198121,ENSG00000128578,ENSG00000127084,ENSG00000115963,ENSG00000104327,ENSG00000145632,ENSG00000196628,ENSG00000133710,ENSG00000136158,ENSG00000198947,ENSG00000135919,ENSG00000095397,ENSG00000184524,ENSG00000153234,ENSG00000157827,ENSG00000198576,ENSG00000163431,ENSG00000159251,ENSG00000130203,ENSG00000105695,ENSG00000089820,ENSG00000006652,ENSG00000196581,ENSG00000010278,ENSG00000159556,ENSG00000109099,ENSG00000197971,ENSG00000157927,ENSG00000162769,ENSG00000164920,ENSG00000122707,ENSG00000113070,ENSG00000113721,ENSG00000149948,ENSG00000053747,ENSG00000198963,ENSG00000137474,ENSG00000188620,ENSG00000186480,ENSG00000006611,ENSG00000139304,ENSG00000115507,ENSG00000064195,ENSG00000142513,ENSG00000165272,ENSG00000184371,ENSG00000116285,ENSG00000108950,ENSG00000165410,ENSG00000122367,ENSG00000118194,ENSG00000170421,ENSG00000136244,ENSG00000136235,ENSG00000176170,ENSG00000159399,ENSG00000004776,ENSG00000106211,ENSG00000179776,ENSG00000133639,ENSG00000105855,ENSG00000117525,ENSG00000197405,ENSG00000115380,ENSG00000117122,ENSG00000132510,ENSG00000005884,ENSG00000204262,ENSG00000165617,ENSG00000128342,ENSG00000171517,ENSG00000196338,ENSG00000176842,ENSG00000119042,ENSG00000174705,ENSG00000144655,ENSG00000140297,ENSG00000118515,ENSG00000166924,ENSG00000128271,ENSG00000213949,ENSG00000146038,ENSG00000106460,ENSG00000002746,ENSG00000111962,ENSG00000114854,ENSG00000242866,ENSG00000137270,ENSG00000169884,ENSG00000154734,ENSG00000065534,ENSG00000168542,ENSG00000109321,ENSG00000129757,ENSG00000184557,ENSG00000189280,ENSG00000244405,ENSG00000173531,ENSG00000186951,ENSG00000078114,ENSG00000172216,ENSG00000163017,ENSG00000109819,ENSG00000164120,ENSG00000138660,ENSG00000077238,ENSG00000130513,ENSG00000165730,ENSG00000137193,ENSG00000137331,ENSG00000111057,ENSG00000009950	3.13E-15
