GeneID	LOG_count	WT0_count	LOG_rpkm	WT0_rpkm	log2 Ratio(WT0/LOG)	Pvalue	FDR	significant
Unigene0005947	299	216	27.3391	19.6592	-0.475761136	0.000249775	0.000892811	no
Unigene0005948	101	70	8.3183	5.7387	-0.53556476	0.022065553	0.051520065	no
Unigene0005949	95	62	4.1948	2.7251	-0.622292856	0.010725242	0.027353863	no
Unigene0005950	40	231	1.5737	9.0466	2.523215142	1.93E-33	3.17E-32	yes
Unigene0005951	898	643	21.0287	14.9881	-0.488542157	2.17E-10	1.46E-09	no
Unigene0005952	188	279	13.5733	20.0507	0.562881086	4.36E-05	0.000175114	no
Unigene0005954	19	21	1.5442	1.6989	0.137741318	0.874754498	0.987871044	no
Unigene0005955	6	3	1.24	0.6171	-1.006763921	0.50791091	0.665747767	no
Unigene0005956	3	0	0.538	0.001	-9.071462363	0.250037498	0.39084956	no
Unigene0005958	9	17	1.7617	3.3124	0.910908632	0.168914476	0.287616693	no
Unigene0005959	2	0	0.266	0.001	-8.055282436	0.500024999	0.660319045	no
Unigene0005960	4	8	0.51	1.0154	0.993479013	0.387840285	0.552900126	no
Unigene0005961	88	63	9.1613	6.5285	-0.488800779	0.051317073	0.106788281	no
Unigene0005962	286	197	12.48	8.5568	-0.544474659	4.95E-05	0.000197492	no
Unigene0005963	275	398	20.1422	29.0173	0.526692018	5.07E-06	2.31E-05	no
Unigene0005964	38	94	5.4871	13.5109	1.300008006	1.28E-06	6.24E-06	yes
Unigene0005965	119	76	8.3319	5.2967	-0.653551726	0.002667352	0.007838286	no
Unigene0005966	17561	14110	508.2049	406.4583	-0.322302937	4.76E-35	8.12E-34	no
Unigene0005967	624	231	33.7778	12.4468	-1.440300485	2.76E-41	5.45E-40	yes
Unigene0005968	1634	3348	24.7179	50.4132	1.028245354	1.17E-109	5.69E-108	yes
Unigene0005969	10	8	1.2409	0.9882	-0.328511897	0.814612826	0.937750861	no
Unigene0005970	9	4	2.0761	0.9185	-1.17652431	0.267002764	0.411535972	no
Unigene0005971	2	9	0.2957	1.3246	2.163350615	0.065502201	0.130574168	no
Unigene0005972	20	24	2.3067	2.7554	0.256431384	0.651947651	0.803417399	no
Unigene0005974	34	30	3.4304	3.0129	-0.187224021	0.708427701	0.852041439	no
Unigene0005977	27	44	1.4601	2.3685	0.697906491	0.057252937	0.117609716	no
Unigene0005978	36	30	2.0154	1.6718	-0.269663935	0.539254218	0.699570625	no
Unigene0005979	10	8	0.7482	0.5958	-0.328595842	0.814612826	0.937750861	no
Unigene0005980	96	32	1.5157	0.5029	-1.591640773	1.42E-08	8.30E-08	yes
Unigene0005982	55	13	7.2455	1.7047	-2.087567381	2.87E-07	1.50E-06	yes
Unigene0005983	109	56	7.565	3.8688	-0.967453933	4.82E-05	0.000192453	no
Unigene0005984	140	53	11.7567	4.4303	-1.408006865	3.63E-10	2.41E-09	yes
Unigene0005985	78	34	6.6202	2.8725	-1.204567909	4.10E-05	0.000165546	yes
Unigene0005986	615	932	26.442	39.8872	0.59309455	1.72E-14	1.48E-13	no
Unigene0005987	709	361	22.6264	11.4677	-0.980430993	9.12E-26	1.23E-24	no
Unigene0005988	683	750	24.0163	26.251	0.128358478	0.113583699	0.209109161	no
Unigene0005989	5	7	0.9822	1.3688	0.478822937	0.77448171	0.906560631	no
Unigene0005990	118	49	8.1187	3.3558	-1.274591999	1.07E-07	5.79E-07	yes
Unigene0005991	25	5	3.195	0.6361	-2.32849044	0.000328077	0.001149914	yes
Unigene0005992	46	13	5.1454	1.4474	-1.829819559	1.97E-05	8.28E-05	yes
Unigene0005993	13	1	2.5997	0.1991	-3.706780023	0.00183717	0.005596501	yes
Unigene0005994	5	6	1.1345	1.3552	0.256449171	1	1	no
Unigene0005995	136	161	16.8013	19.7984	0.236810978	0.166739074	0.285065568	no
Unigene0005996	124	161	14.2427	18.4076	0.370078874	0.034035386	0.074881675	no
Unigene0005997	355	1001	5.5813	15.6653	1.488899299	1.23E-66	3.74E-65	yes
Unigene0005998	60	67	6.5403	7.2698	0.152558862	0.595783237	0.754138685	no
Unigene0005999	2	22	0.431	4.7187	3.452629678	3.62E-05	0.000147251	yes
Unigene0006001	23	34	4.1113	6.0497	0.557268953	0.185476294	0.309029806	no
Unigene0006002	315	300	48.9153	46.3719	-0.07703495	0.525147414	0.683398584	no
Unigene0006004	1	1	0.1872	0.1863	-0.006952761	1	1	no
Unigene0006005	9548	10234	160.2168	170.9387	0.093453622	0.001262098	0.003973656	no
Unigene0006006	297	488	7.5393	12.3308	0.709763917	3.72E-11	2.64E-10	no
Unigene0006007	9	4	1.7742	0.7849	-1.176587885	0.267002764	0.411535972	no
Unigene0006008	10	115	0.651	7.4517	3.516840145	1.20E-23	1.50E-22	yes
Unigene0006009	17	331	1.0273	19.9093	4.276513042	2.35E-75	8.03E-74	yes
Unigene0006010	4	4	0.7015	0.6983	-0.006596131	1	1	no
Unigene0006011	209	163	7.4053	5.7489	-0.365272247	0.020662974	0.048692433	no
Unigene0006012	337	249	8.808	6.4781	-0.44324373	0.000282841	0.001001491	no
Unigene0006013	735	1011	13.232	18.1172	0.453328866	4.57E-10	3.00E-09	no
Unigene0006014	50	29	3.7161	2.1454	-0.792542668	0.02409554	0.055636028	no
Unigene0006015	112	84	3.8411	2.8676	-0.421675726	0.054676989	0.112761209	no
Unigene0006016	173	89	5.4092	2.77	-0.965529264	2.78E-07	1.45E-06	no
Unigene0006017	333	214	7.3608	4.7086	-0.644564403	3.73E-07	1.92E-06	no
Unigene0006018	1079	1219	32.4065	36.443	0.169358514	0.008202511	0.02144914	no
Unigene0006019	534	542	17.9918	18.1774	0.01480633	0.881969299	0.994183463	no
Unigene0006021	392	249	15.2821	9.6626	-0.661359461	1.88E-08	1.09E-07	no
Unigene0006022	695	473	21.1709	14.3422	-0.56181626	1.98E-10	1.34E-09	no
Unigene0006023	643	611	19.8589	18.7839	-0.08028908	0.366011504	0.531163036	no
Unigene0006024	529	449	16.3836	13.842	-0.243199988	0.011397137	0.028903757	no
Unigene0006025	247	248	28.4293	28.4132	-0.000817254	1	1	no
Unigene0006026	2852	3567	64.0089	79.6881	0.316091784	2.61E-14	2.23E-13	no
Unigene0006027	32	13	3.5939	1.4533	-1.306217722	0.006668724	0.017923655	yes
Unigene0006028	123	97	6.3138	4.9563	-0.349245047	0.09344822	0.177171489	no
Unigene0006029	250	300	7.6363	9.1215	0.256397309	0.047927802	0.100641949	no
Unigene0006030	1	0	0.2386	0.001	-7.898450233	1	1	no
Unigene0006031	458	910	19.6765	38.9156	0.98387498	2.46E-32	3.93E-31	no
Unigene0006033	686	781	26.4103	29.9296	0.180472308	0.023287345	0.053935331	no
Unigene0006034	703	325	25.5268	11.7469	-1.119732614	1.78E-31	2.80E-30	yes
Unigene0006035	148	105	4.0751	2.8779	-0.501819	0.008557615	0.022322551	no
Unigene0006036	0	2	0.001	0.2443	7.932510053	0.500024999	0.660319045	no
Unigene0006037	91	131	8.938	12.8077	0.518987471	0.009082488	0.023570759	no
Unigene0006038	144	172	17.5941	20.9186	0.249694584	0.131674576	0.23392283	no
Unigene0006039	757	860	19.3488	21.8804	0.177395018	0.019037244	0.045380366	no
Unigene0006040	1178	1987	46.5445	78.1484	0.747605636	3.24E-41	6.41E-40	no
Unigene0006041	577	738	12.0726	15.3703	0.34840891	2.66E-05	0.000110116	no
Unigene0006042	1994	3328	78.7858	130.8897	0.73234404	4.40E-60	1.22E-58	no
Unigene0006043	1505	1194	22.479	17.7519	-0.340604412	9.93E-09	5.88E-08	no
Unigene0006044	9	1	1.917	0.212	-3.176714167	0.021515144	0.050297929	no
Unigene0006045	227	180	7.1865	5.6724	-0.341330044	0.023867096	0.055154096	no
Unigene0006046	462	418	9.0087	8.1133	-0.151030098	0.137590529	0.242506946	no
Unigene0006047	77	67	5.5593	4.815	-0.207367439	0.454993284	0.624638547	no
Unigene0006048	27	30	2.9089	3.2173	0.145376766	0.79165791	0.920065723	no
Unigene0006049	1987	1051	51.6663	27.2027	-0.925473718	6.95E-60	1.93E-58	no
Unigene0006050	340	248	14.1267	10.2568	-0.461843794	0.000152046	0.000563602	no
Unigene0006051	453	250	12.655	6.9519	-0.864228273	2.58E-14	2.21E-13	no
Unigene0006052	17	6	3.5663	1.2529	-1.509156798	0.034791993	0.076310438	no
Unigene0006053	251	479	8.6241	16.3822	0.925683301	1.61E-16	1.52E-15	no
Unigene0006054	25	57	3.2472	7.3697	1.182409647	0.000548662	0.001843041	yes
Unigene0006055	1	3	0.1726	0.5156	1.578819799	0.625037495	0.778888258	no
Unigene0006056	13	35	1.7978	4.8179	1.422171915	0.00211339	0.006348116	yes
Unigene0006057	77	127	3.7126	6.0952	0.715243674	0.000606255	0.002024176	no
Unigene0006058	914	1701	18.722	34.6825	0.889473335	8.43E-49	1.96E-47	no
Unigene0006059	21	22	1.5103	1.5749	0.060425077	1	1	no
Unigene0006060	31	33	1.8938	2.0067	0.083540972	0.900811825	1	no
Unigene0006061	30	6	6.0646	1.2074	-2.328508787	7.06E-05	0.000274807	yes
Unigene0006062	62	35	4.4938	2.5252	-0.831538261	0.008110647	0.021251501	no
Unigene0006063	279	219	7.0791	5.5312	-0.355973447	0.006870283	0.018423183	no
Unigene0006064	640	553	12.2014	10.4943	-0.217440756	0.013285202	0.03289665	no
Unigene0006065	505	307	17.9045	10.8345	-0.724689654	5.92E-12	4.42E-11	no
Unigene0006066	813	825	22.4525	22.6791	0.014487297	0.86794192	0.981979906	no
Unigene0006067	12	28	1.3727	3.1881	1.21568052	0.01669585	0.040225183	yes
Unigene0006068	34	110	3.8812	12.4991	1.687249534	1.75E-10	1.19E-09	yes
Unigene0006069	1011	1086	37.9245	40.5507	0.096596659	0.150640755	0.26120449	no
Unigene0006070	27	26	5.3416	5.1202	-0.061071781	1	1	no
Unigene0006071	295	226	7.9418	6.0563	-0.391029358	0.002431283	0.007214974	no
Unigene0006072	0	1	0.001	0.1249	6.964629667	1	1	no
Unigene0006073	129	77	6.2306	3.702	-0.751066205	0.000381817	0.001325928	no
Unigene0006074	0	1	0.001	0.1216	6.925999419	1	1	no
Unigene0006075	603	1089	12.6404	22.7233	0.846130248	1.14E-29	1.72E-28	no
Unigene0006076	10	20	1.9039	3.7902	0.993316273	0.098988956	0.186045634	no
Unigene0006078	100	99	3.1551	3.1092	-0.02114231	1	1	no
Unigene0006079	121	88	3.0604	2.2155	-0.466087901	0.027419956	0.06235225	no
Unigene0006080	9	6	0.7709	0.5116	-0.591527464	0.607376167	0.764364652	no
Unigene0006081	1026	788	40.0548	30.6219	-0.387411339	5.75E-08	3.20E-07	no
Unigene0006082	385	731	12.48	23.5868	0.918361769	6.94E-24	8.80E-23	no
Unigene0006083	347	400	10.1959	11.6992	0.198420752	0.072391378	0.142565133	no
Unigene0006084	2558	2646	60.1548	61.9382	0.042149597	0.354288377	0.517229183	no
Unigene0006085	800	908	20.4667	23.1229	0.176043843	0.016717856	0.040275722	no
Unigene0006089	1606	2038	62.9188	79.4764	0.337035369	1.04E-10	7.19E-10	no
Unigene0006090	880	645	10.1266	7.3882	-0.454855045	3.93E-09	2.40E-08	no
Unigene0006091	324	797	10.1648	24.8892	1.29193803	1.09E-43	2.28E-42	yes
Unigene0006092	16	36	1.2635	2.8297	1.163223445	0.007866336	0.020686118	yes
Unigene0006093	300	690	12.1029	27.7087	1.19498625	4.23E-34	7.06E-33	yes
Unigene0006094	4	0	0.5821	0.001	-9.185123207	0.125037499	0.223164129	no
Unigene0006095	796	838	12.7637	13.3754	0.067535432	0.378822261	0.54460765	no
Unigene0006096	4	13	0.6299	2.0379	1.693888544	0.049136186	0.102675641	no
Unigene0006097	5	65	0.4136	5.3525	3.6939048	2.42E-14	2.07E-13	yes
Unigene0006098	251	254	7.4819	7.5365	0.010489998	1	1	no
Unigene0006099	1416	734	38.0838	19.6504	-0.954618758	1.04E-45	2.28E-44	no
Unigene0006100	378	396	12.1048	12.623	0.060475581	0.596819289	0.754815843	no
Unigene0006101	404	284	9.8897	6.9202	-0.515113024	5.43E-06	2.46E-05	no
Unigene0006102	1223	2580	36.2033	76.0222	1.070299568	3.02E-95	1.27E-93	yes
Unigene0006103	18	8	4.2947	1.9	-1.176557939	0.075707273	0.148060114	no
Unigene0006104	6002	4439	113.9962	83.9226	-0.441854454	1.09E-36	1.93E-35	no
Unigene0006105	1428	1223	35.0027	29.8401	-0.230213841	0.000123113	0.000462129	no
Unigene0006106	240	383	12.5044	19.8633	0.667669492	2.90E-08	1.65E-07	no
Unigene0006107	929	947	13.5553	13.7544	0.021036165	0.779589299	0.911667035	no
Unigene0006109	14	18	1.9854	2.541	0.355966678	0.596910942	0.754815843	no
Unigene0006110	116	37	10.3844	3.2971	-1.655148312	1.28E-10	8.73E-10	yes
Unigene0006111	238	297	7.9133	9.8296	0.312853258	0.016793453	0.040410601	no
Unigene0006112	86	113	3.6274	4.7444	0.387289806	0.066380052	0.132149162	no
Unigene0006113	16	12	1.9129	1.4281	-0.421664452	0.571859929	0.730683988	no
Unigene0006114	264	127	17.2664	8.268	-1.062357022	4.34E-12	3.27E-11	yes
Unigene0006115	185	273	22.1175	32.4882	0.554727491	6.63E-05	0.000259754	no
Unigene0006116	818	1096	18.3144	24.4259	0.415433283	2.34E-09	1.46E-08	no
Unigene0006117	176	195	6.1267	6.7569	0.141251294	0.354480779	0.517402117	no
Unigene0006118	1253	1227	33.7979	32.9445	-0.036895978	0.560794213	0.71900885	no
Unigene0006119	1158	979	41.2933	34.7498	-0.248903043	0.000165019	0.000607549	no
Unigene0006120	167	449	5.8316	15.607	1.420229576	1.62E-29	2.41E-28	yes
Unigene0006121	371	488	19.1859	25.1205	0.388818737	0.000136647	0.000509753	no
Unigene0006122	143	217	4.4067	6.6564	0.595043447	0.000130324	0.000487467	no
Unigene0006123	211	240	5.9786	6.7691	0.17915634	0.225962129	0.363969526	no
Unigene0006124	30	13	1.4182	0.6117	-1.21316482	0.013818144	0.034052631	yes
Unigene0006125	69	97	1.4714	2.059	0.484754333	0.036566984	0.07949106	no
Unigene0006126	15	2	1.1728	0.1557	-2.913116159	0.002359203	0.007010106	yes
Unigene0006127	1049	1178	49.0881	54.8713	0.160678429	0.013454934	0.033266443	no
Unigene0006128	19	30	1.4489	2.2772	0.652302978	0.152909793	0.264377817	no
Unigene0006129	825	688	42.2709	35.0893	-0.268633662	0.000515064	0.001743044	no
Unigene0006130	265	204	8.7586	6.7115	-0.384065043	0.004602407	0.012790236	no
Unigene0006131	373	266	11.9036	8.4499	-0.49439178	2.49E-05	0.00010349	no
Unigene0006132	651	488	31.1721	23.2597	-0.42242286	2.19E-06	1.04E-05	no
Unigene0006133	430	351	23.2764	18.9127	-0.299512605	0.004945632	0.013670322	no
Unigene0006134	812	877	57.8733	62.2188	0.10445266	0.160907575	0.276629889	no
Unigene0006135	424	326	11.3323	8.673	-0.385837685	0.000379434	0.001318589	no
Unigene0006136	262	168	6.7028	4.2782	-0.647759959	6.88E-06	3.08E-05	no
Unigene0006137	196	209	6.8486	7.2693	0.086007345	0.555019862	0.713638628	no
Unigene0006138	506	494	16.9764	16.4976	-0.041274392	0.688303995	0.833574292	no
Unigene0006139	288	186	8.0577	5.18	-0.637415995	3.43E-06	1.59E-05	no
Unigene0006140	214	300	10.1682	14.189	0.480708604	0.000291964	0.001032767	no
Unigene0006141	512	439	13.2388	11.2991	-0.228564495	0.018999719	0.04529919	no
Unigene0006142	248	525	12.837	27.0503	1.075336509	1.39E-22	1.68E-21	yes
Unigene0006143	8	8	1.4924	1.4856	-0.006588545	1	1	no
Unigene0006144	153	140	6.4097	5.8381	-0.134757912	0.486515265	0.659495851	no
Unigene0006145	30	35	3.4964	4.0604	0.215751614	0.620714432	0.777825136	no
Unigene0006146	78	73	5.4612	5.0877	-0.102204389	0.745840233	0.885128553	no
Unigene0006147	10	33	1.9039	6.2538	1.715775377	0.000614054	0.002047423	yes
Unigene0006148	242	502	6.2574	12.9206	1.046037831	8.75E-21	9.93E-20	yes
Unigene0006149	13	9	2.7272	1.8794	-0.537148351	0.523698161	0.681875243	no
Unigene0006150	44	38	5.3291	4.5813	-0.218134867	0.581890072	0.739445558	no
Unigene0006151	25	27	3.0148	3.241	0.104376723	0.890026841	1	no
Unigene0006152	16	20	2.3975	2.9831	0.315281526	0.618037957	0.774793598	no
Unigene0006153	0	8	0.001	1.4144	10.46597446	0.007823441	0.020587145	yes
Unigene0006154	17215	10891	860.6354	541.9751	-0.667175612	1.09E-136	6.58E-135	no
Unigene0006155	143	347	4.63	11.1834	1.272274767	5.02E-20	5.50E-19	yes
Unigene0006156	4	14	0.4613	1.6073	1.800862033	0.030957355	0.069277079	no
Unigene0006157	32	136	1.3406	5.6713	2.080800635	2.38E-16	2.24E-15	yes
Unigene0006158	83	58	3.3953	2.3617	-0.523713338	0.043612288	0.092415278	no
Unigene0006159	0	6	0.001	1.2919	10.33527869	0.03127344	0.069386062	no
Unigene0006160	63	57	8.9345	8.0465	-0.151025606	0.649242446	0.800905382	no
Unigene0006161	49	26	10.9399	5.7782	-0.920907505	0.010726872	0.027353863	no
Unigene0006162	355	186	9.0157	4.702	-0.939164971	3.49E-13	2.81E-12	no
Unigene0006163	1747	1574	85.3429	76.5383	-0.157089277	0.003869172	0.011027296	no
Unigene0006164	3372	4506	169.4921	225.4511	0.411596518	1.09E-26	1.50E-25	no
Unigene0006165	6	19	1.3132	4.1394	1.656335011	0.01469352	0.035969861	yes
Unigene0006166	14	17	2.3874	2.8857	0.273481019	0.720309826	0.862648741	no
Unigene0006167	779	459	15.2919	8.9688	-0.769780796	4.23E-19	4.49E-18	no
Unigene0006168	827	534	20.352	13.081	-0.637697741	8.06E-15	7.08E-14	no
Unigene0006169	7	5	1.2717	0.9042	-0.492044549	0.77448171	0.906560631	no
Unigene0006170	154	388	8.9553	22.459	1.326480024	1.42E-23	1.79E-22	yes
Unigene0006171	395	367	11.7933	10.9069	-0.112726358	0.302490273	0.454747884	no
Unigene0006172	2	2	0.1531	0.1524	-0.00661138	1	1	no
Unigene0006173	8	2	0.5898	0.1468	-2.006373854	0.109462886	0.202417413	no
Unigene0006174	87	44	3.9774	2.0023	-0.990167513	0.000226099	0.000815027	no
Unigene0006175	349	176	21.0204	10.5518	-0.994300998	5.63E-14	4.75E-13	no
Unigene0006176	25	10	4.1364	1.6469	-1.328622747	0.016767455	0.040360445	yes
Unigene0006177	134	223	8.5136	14.1031	0.728171102	3.49E-06	1.61E-05	no
Unigene0006178	297	181	10.0067	6.0703	-0.721126559	1.41E-07	7.59E-07	no
Unigene0006179	1	4	0.213	0.8481	1.993380953	0.375062492	0.540113717	no
Unigene0006180	1	7	0.1805	1.2577	2.800717094	0.070367189	0.13895621	no
Unigene0006181	7	39	0.4041	2.2411	2.471422768	1.88E-06	8.97E-06	yes
Unigene0006182	754	480	24.6715	15.6338	-0.658176946	1.92E-14	1.66E-13	no
Unigene0006183	14	18	3.4286	4.388	0.355943925	0.596910942	0.754815843	no
Unigene0006184	748	426	36.4765	20.6786	-0.818828792	2.27E-20	2.53E-19	no
Unigene0006185	46	28	5.8519	3.5456	-0.72287533	0.047801449	0.100384838	no
Unigene0006186	409	274	13.8643	9.2453	-0.584582738	2.83E-07	1.48E-06	no
Unigene0006187	37	52	8.7529	12.2448	0.484336217	0.138241664	0.243490166	no
Unigene0006188	18	6	4.3507	1.4436	-1.591576492	0.022735317	0.052769173	no
Unigene0006189	5	11	0.9422	2.0634	1.130918285	0.210296764	0.343179166	no
Unigene0006190	22	20	4.5298	4.099	-0.144175364	0.877742635	0.990302928	no
Unigene0006191	30	22	6.592	4.8119	-0.454109582	0.33237967	0.491365512	no
Unigene0006192	10	6	2.2416	1.3388	-0.743588405	0.454681493	0.62434186	no
Unigene0006193	15	5	2.1944	0.7281	-1.591618013	0.041489297	0.088515473	no
Unigene0006194	22	11	5.096	2.5363	-1.006639876	0.080391156	0.155618993	no
Unigene0006195	44	46	4.4636	4.6451	0.057501908	0.916316957	1	no
Unigene0006196	52	47	10.2876	9.2557	-0.152492445	0.688616878	0.833798459	no
Unigene0006197	465	745	13.0295	20.7793	0.673365332	9.65E-15	8.45E-14	no
Unigene0006198	425	1104	22.8721	59.1405	1.370557608	1.72E-64	5.08E-63	yes
Unigene0006199	487	288	17.3883	10.2358	-0.764493028	1.34E-12	1.04E-11	no
Unigene0006200	782	845	23.9523	25.763	0.105136403	0.166711149	0.285030273	no
Unigene0006201	955	525	27.6659	15.1391	-0.869829415	9.67E-28	1.37E-26	no
Unigene0006202	29	31	3.2702	3.4796	0.089542598	0.897575353	1	no
Unigene0006203	280	147	11.6077	6.066	-0.936264736	1.42E-10	9.67E-10	no
Unigene0006204	9	14	1.4255	2.2072	0.630749323	0.405145484	0.573637735	no
Unigene0006205	3517	4119	76.5841	89.2806	0.221301824	1.28E-08	7.52E-08	no
Unigene0006206	4	1	0.9753	0.2427	-2.006671948	0.375062492	0.540113717	no
Unigene0006207	1	2	0.1891	0.3764	0.993117265	1	1	no
Unigene0006208	4	7	0.4343	0.7566	0.800838824	0.548940879	0.706890252	no
Unigene0006209	56	570	2.755	27.9134	3.340833639	3.83E-105	1.78E-103	yes
Unigene0006210	666	524	40.9565	32.0759	-0.352602687	5.53E-05	0.000219412	no
Unigene0006211	0	12	0.001	0.9486	9.889656058	0.000489894	0.001664918	yes
Unigene0006212	15	169	0.6449	7.2328	3.487406884	6.40E-34	1.07E-32	yes
Unigene0006213	628	314	16.2685	8.0969	-1.006639672	4.03E-24	5.15E-23	yes
Unigene0006214	597	996	23.2089	38.5425	0.731772006	1.26E-21	1.47E-20	no
Unigene0006215	202	587	5.2722	15.2502	1.532351158	2.51E-42	5.13E-41	yes
Unigene0006216	278	296	11.6993	12.3995	0.083859734	0.53708073	0.697120567	no
Unigene0006217	308	402	11.4762	14.9099	0.377625566	0.000778077	0.00255472	no
Unigene0006218	145	233	8.069	12.9064	0.677624849	8.49E-06	3.75E-05	no
Unigene0006219	13	11	2.6668	2.2462	-0.247623242	0.838916366	0.957479364	no
Unigene0006220	319	429	12.6401	16.9206	0.42077285	0.00011932	0.000450135	no
Unigene0006221	140	392	13.2815	37.0173	1.478781578	8.54E-28	1.22E-26	yes
Unigene0006222	302	230	9.6766	7.3358	-0.39954592	0.001758652	0.005382923	no
Unigene0006223	26	18	3.3692	2.3218	-0.537162368	0.291747242	0.441574062	no
Unigene0006224	98	85	3.5013	3.0229	-0.211957426	0.377267839	0.542869683	no
Unigene0006225	11	7	1.8816	1.1919	-0.658696766	0.480882571	0.65292296	no
Unigene0006226	14	7	2.0321	1.0114	-1.006617716	0.189479931	0.314069805	no
Unigene0006227	411	468	14.0434	15.9175	0.1807215	0.07458235	0.146196043	no
Unigene0006228	10	13	1.5066	1.9495	0.37180772	0.677816641	0.827942073	no
Unigene0006229	14	7	2.1265	1.0584	-1.006595888	0.189479931	0.314069805	no
Unigene0006230	17	32	1.4276	2.6749	0.905893151	0.044642931	0.094343915	no
Unigene0006232	328	424	9.3798	12.0694	0.363724891	0.000857994	0.002796945	no
Unigene0006233	150	141	8.9186	8.345	-0.095905211	0.641584045	0.794491933	no
Unigene0006234	134	216	9.662	15.503	0.682153662	1.62E-05	6.91E-05	no
Unigene0006235	488	415	21.0141	17.7885	-0.240412808	0.015954428	0.038626665	no
Unigene0006236	2	5	0.145	0.3607	1.314746523	0.453207015	0.62434186	no
Unigene0006237	285	197	11.5818	7.9689	-0.539406991	5.90E-05	0.000233391	no
Unigene0006238	11763	7896	471.1353	314.7995	-0.581708181	5.07E-89	2.01E-87	no
Unigene0006239	832	2416	41.707	120.554	1.531318073	3.32E-152	2.27E-150	yes
Unigene0006240	727	1358	25.9408	48.2335	0.894812529	1.95E-39	3.70E-38	no
Unigene0006241	388	604	27.3037	42.3084	0.63184766	3.41E-11	2.43E-10	no
Unigene0006243	56	26	4.1234	1.9056	-1.113589102	0.001248428	0.003932196	yes
Unigene0006244	797	836	28.2032	29.4474	0.062281396	0.418531272	0.589273127	no
Unigene0006245	3805	7450	223.1327	434.8748	0.962698155	5.44E-173	4.16E-171	no
Unigene0006246	6	14	1.4015	3.2551	1.215730121	0.115499401	0.211521988	no
Unigene0006247	11	8	1.568	1.1351	-0.466106158	0.64776437	0.799338824	no
Unigene0006248	131	75	5.213	2.9709	-0.811213815	0.000125911	0.000472089	no
Unigene0006249	296	177	6.845	4.0743	-0.748498328	5.61E-08	3.12E-07	no
Unigene0006250	9	4	1.8194	0.8049	-1.176581298	0.267002764	0.411535972	no
Unigene0006251	21	14	2.6413	1.7528	-0.591586783	0.310929672	0.46480365	no
Unigene0006252	6	6	1.3898	1.3834	-0.006658924	1	1	no
Unigene0006253	108	93	4.008	3.4355	-0.222362425	0.325833005	0.484437321	no
Unigene0006254	65	51	4.4777	3.4971	-0.356598822	0.228620819	0.366908533	no
Unigene0006255	101	76	7.6497	5.7297	-0.416943567	0.072185911	0.142181949	no
Unigene0006256	19	28	1.8274	2.6807	0.552817314	0.243514623	0.385751204	no
Unigene0006258	7	2	1.6919	0.4812	-1.813935753	0.179785925	0.301125081	no
Unigene0006259	795	510	31.4339	20.0725	-0.647100965	1.10E-14	9.58E-14	no
Unigene0006260	9	4	1.9934	0.8819	-1.176544253	0.267002764	0.411535972	no
Unigene0006261	359	135	10.5262	3.9401	-1.417680561	3.98E-24	5.08E-23	yes
Unigene0006262	188	103	7.8879	4.3017	-0.874734347	8.53E-07	4.23E-06	no
Unigene0006263	141	51	7.1782	2.5844	-1.47379274	7.27E-11	5.07E-10	yes
Unigene0006264	123	64	5.9563	3.085	-0.94914593	2.09E-05	8.76E-05	no
Unigene0006265	352	248	20.5769	14.4307	-0.511884367	2.29E-05	9.57E-05	no
Unigene0006266	17	3	2.5964	0.4561	-2.509090586	0.002588858	0.007631108	yes
Unigene0006267	714	721	17.303	17.3923	0.007426536	0.959329431	1	no
Unigene0006268	11	3	2.6821	0.7281	-1.881154514	0.05745859	0.11774109	no
Unigene0006271	635	634	30.4584	30.2707	-0.008918121	0.956585575	1	no
Unigene0006272	366	443	10.4773	12.6232	0.2688107	0.010704604	0.027318687	no
Unigene0006273	283	141	20.7555	10.2936	-1.01174606	5.90E-12	4.41E-11	yes
Unigene0006274	650	584	12.7776	11.4275	-0.161107063	0.064114292	0.128718459	no
Unigene0006275	165	418	4.7552	11.9911	1.334386084	3.15E-25	4.17E-24	yes
Unigene0006276	15	16	2.6557	2.8197	0.086449494	1	1	no
Unigene0006277	22	3	4.4313	0.6015	-2.881093358	0.000157883	0.000583581	yes
Unigene0006278	18	10	3.9709	2.1959	-0.854653673	0.185241202	0.308940502	no
Unigene0006279	52	25	7.3	3.4935	-1.063223324	0.002851254	0.008333044	yes
Unigene0006280	5	2	1.1534	0.4592	-1.32869838	0.453207015	0.62434186	no
Unigene0006281	3	2	0.6835	0.4536	-0.591520698	1	1	no
Unigene0006282	45	29	7.9167	5.0784	-0.640525149	0.08106568	0.156630432	no
Unigene0006283	82	65	13.4472	10.6104	-0.341826758	0.18838156	0.313097574	no
Unigene0006284	64	35	12.0608	6.5654	-0.877370789	0.00474189	0.013144105	no
Unigene0006285	52	22	11.9455	5.0306	-1.247664856	0.000657485	0.002182587	yes
Unigene0006286	99	46	14.8347	6.8612	-1.112442926	1.37E-05	5.88E-05	yes
Unigene0006287	433	413	22.9691	21.8075	-0.074869939	0.47947034	0.652657788	no
Unigene0006288	1524	1981	57.2067	74.0194	0.371719317	2.42E-12	1.85E-11	no
Unigene0006289	247	339	7.3508	10.0424	0.450130921	0.000282841	0.001001491	no
Unigene0006291	296	205	7.2078	4.9689	-0.536632473	4.68E-05	0.000187406	no
Unigene0006292	82	80	6.7236	6.5295	-0.042261378	0.937660904	1	no
