GeneID	LOG_count	WT0_count	LOG_rpkm	WT0_rpkm	log2 Ratio(WT0/LOG)	Pvalue	FDR	significant
Unigene0002383	2	9	0.3795	1.6998	2.163193217	0.065502201	0.130574168	no
Unigene0002384	0	2	0.001	0.4025	8.652844973	0.500024999	0.660319045	no
Unigene0002385	244	147	22.7213	13.6257	-0.737715033	1.08E-06	5.29E-06	no
Unigene0002386	9	0	1.7194	0.001	-10.7476895	0.003913285	0.01109085	yes
Unigene0002387	160	208	11.0358	14.2805	0.371855277	0.015073163	0.036846243	no
Unigene0002388	193	177	8.8235	8.0548	-0.131502273	0.439744499	0.612640982	no
Unigene0002389	1	0	0.0928	0.001	-6.5360529	1	1	no
Unigene0002390	0	1	0.001	0.091	6.50779464	1	1	no
Unigene0002391	1	1	0.2407	0.2396	-0.006608234	1	1	no
Unigene0002393	5	10	0.9719	1.9349	0.993379221	0.301941037	0.454088793	no
Unigene0002394	10	16	0.8347	1.3294	0.671445583	0.327255981	0.485594047	no
Unigene0002395	3	11	0.6566	2.3965	1.867842285	0.05745859	0.11774109	no
Unigene0002396	20	55	4.7719	13.0624	1.452784277	6.70E-05	0.000261658	yes
Unigene0002397	2	4	0.3782	0.7529	0.993308896	0.687546866	0.832683124	no
Unigene0002398	27	38	5.7072	7.9955	0.486405135	0.215284133	0.350213533	no
Unigene0002399	14	11	2.5602	2.0023	-0.35459837	0.69022378	0.834247692	no
Unigene0002400	0	1	0.001	0.202	7.658211483	1	1	no
Unigene0002401	435	405	10.0762	9.3381	-0.10975072	0.294714848	0.445858844	no
Unigene0002402	9	8	1.7805	1.5754	-0.176564255	1	1	no
Unigene0002403	19	9	2.7651	1.3038	-1.084609076	0.087378541	0.167482575	no
Unigene0002404	16	15	3.5866	3.347	-0.099748305	1	1	no
Unigene0002405	2	4	0.4672	0.93	0.993190442	0.687546866	0.832683124	no
Unigene0002406	41	1	5.192	0.1261	-5.363650203	2.03E-11	1.47E-10	yes
Unigene0002407	3	8	0.7251	1.9248	1.408456669	0.22669138	0.364110533	no
Unigene0002408	2	0	0.3861	0.001	-8.592830744	0.500024999	0.660319045	no
Unigene0002409	9	3	1.5538	0.5156	-1.591476648	0.146116928	0.25447615	no
Unigene0002411	2	0	0.3622	0.001	-8.500642736	0.500024999	0.660319045	no
Unigene0002412	4	3	0.9076	0.6776	-0.421622734	1	1	no
Unigene0002413	30	12	5.4149	2.156	-1.328577517	0.007980144	0.020948814	yes
Unigene0002414	1	3	0.2172	0.6485	1.578082471	0.625037495	0.778888258	no
Unigene0002415	6	6	1.2446	1.2389	-0.006622409	1	1	no
Unigene0002416	1	3	0.1503	0.4487	1.577906175	0.625037495	0.778888258	no
Unigene0002417	8	3	1.1146	0.4161	-1.421523865	0.22669138	0.364110533	no
Unigene0002418	40	7	4.1565	0.724	-2.521307609	1.10E-06	5.38E-06	yes
Unigene0002419	26	25	4.4611	4.2698	-0.063230993	1	1	no
Unigene0002420	39	35	8.7073	7.7783	-0.162770552	0.728031836	0.868046486	no
Unigene0002421	4	3	0.8553	0.6385	-0.42174392	1	1	no
Unigene0002422	89	22	12.7849	3.1458	-2.022942019	1.08E-10	7.42E-10	yes
Unigene0002423	14	6	1.8799	0.802	-1.228981779	0.115499401	0.211521988	no
Unigene0002424	823	761	70.2807	64.6874	-0.119643834	0.115890615	0.212208666	no
Unigene0002425	26	25	2.3164	2.217	-0.063275632	1	1	no
Unigene0002426	2	4	0.2666	0.5308	0.99349159	0.687546866	0.832683124	no
Unigene0002428	1	16	0.1149	1.8293	3.992840989	0.000276113	0.000979444	yes
Unigene0002429	11	25	0.707	1.5993	1.177658468	0.028958901	0.065520685	no
Unigene0002430	1	0	0.1664	0.001	-7.378511623	1	1	no
Unigene0002431	26	0	4.214	0.001	-12.0409746	3.03E-08	1.72E-07	yes
Unigene0002432	13	9	2.4498	1.6883	-0.537092689	0.523698161	0.681875243	no
Unigene0002433	1	1	0.226	0.2249	-0.007039112	1	1	no
Unigene0002434	1	0	0.2242	0.001	-7.808642468	1	1	no
Unigene0002435	1	0	0.2233	0.001	-7.802839441	1	1	no
Unigene0002437	378	367	17.4971	16.9098	-0.049256231	0.666005191	0.816265002	no
Unigene0002438	13	3	1.9019	0.4369	-2.122066382	0.021320761	0.050035434	no
Unigene0002439	4	11	0.6738	1.8446	1.452915669	0.118606691	0.216080529	no
Unigene0002440	97	71	4.2831	3.1207	-0.456785687	0.054434558	0.112314487	no
Unigene0002441	116	76	5.26	3.4304	-0.616685989	0.004957557	0.013700382	no
Unigene0002442	3	12	0.538	2.1421	1.993347753	0.035222917	0.076962497	no
Unigene0002443	61	0	7.2928	0.001	-12.83225711	9.50E-19	9.86E-18	yes
Unigene0002444	19	3	2.787	0.438	-2.669710228	0.000860688	0.002801764	yes
Unigene0002445	7	14	1.3607	2.7088	0.993304854	0.189479931	0.314069805	no
Unigene0002446	56	29	8.7204	4.4952	-0.956009007	0.004596414	0.012774488	no
Unigene0002447	29	3	4.3222	0.4451	-3.279564425	2.60E-06	1.22E-05	yes
Unigene0002448	2251	2306	57.6677	58.8052	0.028180251	0.560860361	0.719052475	no
Unigene0002450	14	18	2.1149	2.7067	0.355945545	0.596910942	0.754815843	no
Unigene0002451	3	7	0.6087	1.4137	1.215672729	0.343873016	0.504449375	no
Unigene0002452	2157	3404	70.8288	111.2625	0.651559422	1.17E-49	2.76E-48	no
Unigene0002453	15	31	1.4838	3.0524	1.040647386	0.026065347	0.059625148	no
Unigene0002454	2	14	0.4877	3.3979	2.800577517	0.00419502	0.011793713	yes
Unigene0002455	1568	1878	46.7145	55.693	0.253625582	2.08E-06	9.85E-06	no
Unigene0002456	18	108	2.6972	16.1089	2.578323575	9.60E-17	9.18E-16	yes
Unigene0002457	172	315	13.5246	24.6551	0.866300178	1.95E-10	1.32E-09	no
Unigene0002458	6	18	1.4134	4.2206	1.578278293	0.022735317	0.052769173	no
Unigene0002459	11	66	1.7572	10.495	2.578351857	1.14E-10	7.82E-10	yes
Unigene0002460	82	161	9.3992	18.3696	0.966710338	5.26E-07	2.67E-06	no
Unigene0002461	15	122	1.8781	15.2052	3.017219006	6.72E-22	7.94E-21	yes
Unigene0002462	26	15	4.8341	2.7761	-0.80018778	0.117650096	0.215148719	no
Unigene0002463	47	37	9.3987	7.365	-0.351775696	0.327150065	0.485594047	no
Unigene0002464	2	29	0.4501	6.4971	3.851478441	4.71E-07	2.41E-06	yes
Unigene0002465	47	145	9.6415	29.6084	1.618677011	1.01E-12	7.89E-12	yes
Unigene0002466	121	155	13.4534	17.1545	0.350616254	0.048316007	0.101356695	no
Unigene0002467	51	34	6.0842	4.0375	-0.591605318	0.082703102	0.159479346	no
Unigene0002468	17	41	2.4358	5.8475	1.263424276	0.002265011	0.006762561	yes
Unigene0002469	5	35	1.0987	7.6553	2.800661404	1.41E-06	6.84E-06	yes
Unigene0002470	35	57	3.9548	6.411	0.696944671	0.028376643	0.064348332	no
Unigene0002471	28	102	5.8739	21.2996	1.858435727	5.07E-11	3.57E-10	yes
Unigene0002472	9	30	1.5254	5.0613	1.730320385	0.001076625	0.003425235	yes
Unigene0002473	26	36	4.289	5.9114	0.462858529	0.253590319	0.395786907	no
Unigene0002474	65	82	12.4604	15.647	0.328535694	0.18838156	0.313097574	no
Unigene0002475	35	66	4.4121	8.2817	0.908461453	0.002719713	0.007976588	no
Unigene0002476	97	105	14.6138	15.7463	0.107681502	0.624210648	0.778888258	no
Unigene0002477	8	18	1.6595	3.7167	1.163273614	0.075707273	0.148060114	no
Unigene0002478	23	49	2.9944	6.3502	1.084535077	0.002993525	0.008719553	yes
Unigene0002479	7	4	1.1379	0.6472	-0.814090265	0.548940879	0.706890252	no
Unigene0002480	77	160	6.7839	14.0316	1.048492718	8.84E-08	4.83E-07	yes
Unigene0002481	69	167	8.62	20.767	1.268533045	1.89E-10	1.28E-09	yes
Unigene0002482	13	60	2.5811	11.8579	2.199790593	2.44E-08	1.40E-07	yes
Unigene0002483	28	21	6.3795	4.7626	-0.421693971	0.39218479	0.558009158	no
Unigene0002484	7	10	1.7143	2.4378	0.507960169	0.629207129	0.781563131	no
Unigene0002485	5	37	0.8248	6.0756	2.880910652	4.55E-07	2.33E-06	yes
Unigene0002486	1122	1382	28.9846	35.5371	0.294039379	1.73E-06	8.28E-06	no
Unigene0002487	522	550	30.9045	32.4126	0.068737828	0.456964549	0.627102915	no
Unigene0002488	180	294	7.8917	12.8305	0.701169374	3.16E-07	1.64E-06	no
Unigene0002489	215	158	6.6885	4.8927	-0.451051875	0.004004923	0.011324334	no
Unigene0002490	819	1007	34.2591	41.9296	0.291481815	4.08E-05	0.000164531	no
Unigene0002491	93	459	2.0722	10.1803	2.296544919	1.67E-57	4.45E-56	yes
Unigene0002492	0	7	0.001	1.1228	10.13288525	0.01564141	0.037903988	yes
Unigene0002493	4	447	0.5232	58.2016	6.797552463	1.38E-124	7.66E-123	yes
Unigene0002494	4	133	0.7243	23.9734	5.048703347	2.50E-34	4.20E-33	yes
Unigene0002495	3375	2791	61.2553	50.4231	-0.280749859	2.67E-11	1.91E-10	no
Unigene0002496	175	298	8.9418	15.1567	0.761318493	3.10E-08	1.76E-07	no
Unigene0002497	138	210	6.5403	9.9069	0.599076877	0.000153163	0.000567634	no
Unigene0002498	552	233	23.4074	9.8349	-1.250982406	5.64E-30	8.53E-29	yes
Unigene0002499	159	242	11.2031	16.9728	0.599326591	5.74E-05	0.000227379	no
Unigene0002500	144	145	8.3476	8.3669	0.003331721	1	1	no
Unigene0002501	1039	377	38.2268	13.8068	-1.469205451	7.17E-68	2.21E-66	yes
Unigene0002502	241	211	7.1379	6.2206	-0.198445949	0.149241859	0.259238121	no
Unigene0002503	32	23	2.4537	1.7555	-0.483076873	0.281271983	0.430934836	no
Unigene0002504	6	0	0.8943	0.001	-9.804615066	0.03127344	0.069386062	no
Unigene0002505	1	0	0.1103	0.001	-6.785288981	1	1	no
Unigene0002506	236	308	11.8517	15.3964	0.377499045	0.003472472	0.009986099	no
Unigene0002507	208	219	9.8663	10.3403	0.067696982	0.632099597	0.784558581	no
Unigene0002508	6	47	1.0232	7.978	2.962938954	6.05E-09	3.65E-08	yes
Unigene0002509	2	18	0.3541	3.1722	3.163254984	0.000404902	0.001396802	yes
Unigene0002510	124	390	12.6254	39.5265	1.646491116	4.08E-32	6.49E-31	yes
Unigene0002511	184	644	11.3909	39.685	1.800712066	8.43E-58	2.26E-56	yes
Unigene0002512	3056	4749	81.4044	125.9204	0.629333348	1.80E-59	4.96E-58	no
Unigene0002513	588	534	17.5179	15.836	-0.145621866	0.110048843	0.203451512	no
Unigene0002514	344	393	9.9916	11.3623	0.185467273	0.096031103	0.181611135	no
Unigene0002515	11	4	1.6221	0.5871	-1.4661846	0.118606691	0.216080529	no
Unigene0002516	1285	1104	33.2727	28.4547	-0.225671973	0.000328351	0.001150772	no
Unigene0002517	616	692	18.652	20.8569	0.161194409	0.053619579	0.110854947	no
Unigene0002518	427	502	18.4876	21.6349	0.226802501	0.020876802	0.049131262	no
Unigene0002519	115	129	4.0032	4.4699	0.159088861	0.408171316	0.57711503	no
Unigene0002520	31	44	1.6304	2.3035	0.498601641	0.166220279	0.284340025	no
Unigene0002521	4	0	0.3349	0.001	-8.387586566	0.125037499	0.223164129	no
Unigene0002522	166	245	4.0141	5.8972	0.554953565	0.000160008	0.000590263	no
Unigene0002523	209	230	8.8558	9.7009	0.131495959	0.369164546	0.535064459	no
Unigene0002524	310	227	15.2107	11.087	-0.456217504	0.000338206	0.001183615	no
Unigene0002525	310	356	11.012	12.5879	0.192961108	0.101105543	0.189623143	no
Unigene0002526	45	17	7.7692	2.9215	-1.411056762	0.000506901	0.001717349	yes
Unigene0002527	49	24	5.2588	2.5639	-1.036393637	0.004700363	0.013037471	yes
Unigene0002528	492	105	25.4907	5.4151	-2.234911106	1.88E-59	5.19E-58	yes
Unigene0002529	99	38	8.4025	3.2104	-1.388065576	2.06E-07	1.09E-06	yes
Unigene0002530	446	306	17.5225	11.9669	-0.550159151	4.13E-07	2.13E-06	no
Unigene0002531	282	1407	8.4741	42.0861	2.312211767	8.77E-166	6.44E-164	yes
Unigene0002532	197	141	5.0938	3.6291	-0.489130505	0.002952902	0.008614695	no
Unigene0002533	593	694	19.0778	22.2245	0.220256149	0.008714617	0.022688253	no
Unigene0002534	11	13	2.0116	2.3664	0.234350499	0.838916366	0.957479364	no
Unigene0002535	150	91	7.0789	4.2748	-0.727668271	0.000190731	0.000695929	no
Unigene0002536	5	153	0.2249	6.85	4.928748422	7.47E-39	1.40E-37	yes
Unigene0002537	3	53	0.1357	2.3864	4.136343257	8.65E-13	6.79E-12	yes
Unigene0002538	134	1940	4.5871	66.1047	3.849098586	0	0	yes
Unigene0002539	28	530	4.1071	77.3843	4.235848917	2.50E-118	1.32E-116	yes
Unigene0002540	0	29	0.001	4.1791	12.02897657	3.80E-09	2.33E-08	yes
Unigene0002541	243	428	8.4909	14.8864	0.81000552	3.52E-12	2.67E-11	no
Unigene0002542	125	109	3.133	2.7195	-0.204203344	0.329622499	0.488716597	no
Unigene0002543	120	2127	5.9352	104.7171	4.141056594	0	0	yes
Unigene0002544	203	234	6.3795	7.3199	0.198380584	0.169380893	0.288298032	no
Unigene0002545	9	11	1.7313	2.1063	0.282855197	0.823890983	0.945240252	no
Unigene0002546	371	593	11.3761	18.0998	0.669967704	4.50E-12	3.39E-11	no
Unigene0002547	713	694	23.5938	22.8595	-0.045613948	0.570794321	0.730108745	no
Unigene0002548	2566	3167	113.7565	139.7548	0.296948852	7.35E-12	5.46E-11	no
Unigene0002549	2262	2847	51.7066	64.7799	0.325197798	7.61E-13	6.00E-12	no
Unigene0002550	8	11	1.9253	2.6351	0.452774448	0.64776437	0.799338824	no
Unigene0002551	20	18	3.6099	3.234	-0.158639194	0.871536665	0.985117994	no
Unigene0002552	49	316	3.2123	20.6209	2.682428762	6.19E-48	1.41E-46	yes
Unigene0002553	1	6	0.1349	0.8059	2.578710485	0.125065622	0.223164129	no
Unigene0002555	8	157	0.431	8.4185	4.287803424	8.93E-37	1.59E-35	yes
Unigene0002556	152	1345	4.478	39.4427	3.13883188	1.91E-223	1.97E-221	yes
Unigene0002557	289	261	9.0616	8.1461	-0.153656284	0.222465191	0.358976202	no
Unigene0002558	202	220	6.3159	6.8471	0.116504754	0.412845679	0.582608989	no
Unigene0002559	9	9	2.1111	2.1014	-0.006644115	1	1	no
Unigene0002560	9	2	1.9468	0.4306	-2.176684455	0.065502201	0.130574168	no
Unigene0002561	22	21	3.5044	3.3297	-0.073775258	1	1	no
Unigene0002562	42	26	5.2118	3.2115	-0.698534426	0.068585924	0.136049426	no
Unigene0002563	9	11	1.2203	1.4847	0.282935583	0.823890983	0.945240252	no
Unigene0002564	298	390	22.0594	28.737	0.381515908	0.000835969	0.002727647	no
Unigene0002565	755	947	24.7333	30.8805	0.32024137	1.33E-05	5.71E-05	no
Unigene0002566	547	380	23.302	16.1135	-0.532183891	6.33E-08	3.50E-07	no
Unigene0002567	75	125	2.7074	4.4916	0.730321402	0.000532336	0.001796215	no
Unigene0002568	5	15	0.673	2.0098	1.578373533	0.041489297	0.088515473	no
Unigene0002569	100	128	3.6865	4.697	0.349487837	0.075165394	0.147272561	no
Unigene0002570	38	38	4.285	4.2653	-0.006647987	1	1	no
Unigene0002571	45	94	1.8767	3.9022	1.056089676	4.18E-05	0.000168536	yes
Unigene0002572	40	53	7.037	9.2812	0.399350836	0.214216137	0.348664504	no
Unigene0002573	52	52	5.2275	5.2035	-0.006638815	1	1	no
Unigene0002574	11	6	2.6245	1.425	-0.881080678	0.332513547	0.491365512	no
Unigene0002575	54	80	2.1201	3.1264	0.560370058	0.030970243	0.069286628	no
Unigene0002576	410	576	13.1599	18.4031	0.483800282	3.79E-07	1.95E-06	no
Unigene0002577	36	222	0.93	5.7086	2.617834355	1.64E-33	2.72E-32	yes
Unigene0002578	336	395	9.27	10.8477	0.226747942	0.041833424	0.089196188	no
Unigene0002579	0	3	0.001	0.2949	8.204082012	0.250037498	0.39084956	no
Unigene0002580	0	4	0.001	0.3904	8.608809243	0.125037499	0.223164129	no
Unigene0002581	16	249	0.4991	7.7323	3.953496804	2.44E-54	6.19E-53	yes
Unigene0002582	5	2	0.8769	0.3491	-1.328771973	0.453207015	0.62434186	no
Unigene0002584	570	545	11.3373	10.7902	-0.071355495	0.448586055	0.622632418	no
Unigene0002585	239	197	8.1115	6.6553	-0.285465026	0.046733593	0.098390348	no
Unigene0002586	452	258	9.6832	5.5017	-0.815606419	4.52E-13	3.62E-12	no
Unigene0002587	365	278	20.0309	15.1863	-0.39945683	0.000623981	0.002078752	no
Unigene0002588	28	51	4.6885	8.5006	0.858438242	0.012988513	0.032204768	no
Unigene0002589	764	781	31.276	31.8249	0.025099968	0.768661371	0.903285548	no
Unigene0002590	765	1292	36.694	61.6873	0.749429321	3.54E-28	5.08E-27	no
Unigene0002591	6	2	1.3727	0.4554	-1.591810166	0.28916092	0.43835434	no
Unigene0002593	1	0	0.1053	0.001	-6.718361626	1	1	no
Unigene0002594	53	74	2.7588	3.8342	0.474884721	0.076457392	0.149355522	no
Unigene0002595	236	138	17.5165	10.1956	-0.780767858	5.81E-07	2.94E-06	no
Unigene0002596	38	23	6.306	3.7993	-0.730991536	0.072610567	0.142881217	no
Unigene0002597	97	88	6.5284	5.8955	-0.147115281	0.558351739	0.716581293	no
Unigene0002598	2	0	0.2732	0.001	-8.093813673	0.500024999	0.660319045	no
Unigene0002602	1	0	0.2366	0.001	-7.886306263	1	1	no
Unigene0002604	228	376	7.3182	12.0131	0.71504774	5.18E-09	3.15E-08	no
Unigene0002605	68	527	4.1046	31.6641	2.947534533	1.77E-86	6.87E-85	yes
Unigene0002606	208	105	5.799	2.9139	-0.992852771	7.80E-09	4.66E-08	no
Unigene0002607	23	408	1.4351	25.3395	4.142164883	2.21E-90	8.86E-89	yes
Unigene0002608	75	301	3.4064	13.6082	1.99815649	1.92E-32	3.08E-31	yes
Unigene0002609	0	17	0.001	2.5987	11.34357438	1.54E-05	6.55E-05	yes
Unigene0002610	11	34	1.2404	3.8164	1.621406958	0.000834919	0.002724448	yes
Unigene0002611	636	1337	23.9383	50.0919	1.065256633	1.42E-51	3.45E-50	yes
Unigene0002612	976	981	32.2774	32.2937	0.000728373	1	1	no
Unigene0002613	157	224	7.073	10.045	0.506083398	0.000786825	0.002581458	no
Unigene0002614	583	634	26.8521	29.0669	0.114342295	0.181560598	0.303837528	no
Unigene0002615	183	450	5.8301	14.2703	1.29142313	9.17E-26	1.23E-24	yes
Unigene0002616	235	159	7.3312	4.9375	-0.570268616	0.000175004	0.000642314	no
Unigene0002617	898	1155	21.7053	27.7888	0.356456173	1.26E-07	6.82E-07	no
Unigene0002618	1680	1562	74.7763	69.2046	-0.111713151	0.042528142	0.090564008	no
Unigene0002619	261	347	9.1371	12.0919	0.404232703	0.0008972	0.00291118	no
Unigene0002620	414	356	12.0815	10.3412	-0.224395979	0.036865904	0.080069732	no
Unigene0002621	43	118	2.4073	6.5758	1.449750478	3.27E-09	2.02E-08	yes
Unigene0002623	1297	937	27.7002	19.9197	-0.475700473	1.92E-13	1.57E-12	no
Unigene0002624	453	429	21.3963	20.1696	-0.085178864	0.410054888	0.579485234	no
Unigene0002625	117	91	6.6917	5.1807	-0.369225725	0.084367217	0.162376409	no
Unigene0002627	13	4	2.4416	0.7478	-1.707102491	0.049136186	0.102675641	no
Unigene0002628	25	3	3.2702	0.3906	-3.065615017	2.78E-05	0.00011457	yes
Unigene0002629	66	31	2.9424	1.3757	-1.09682749	0.00050554	0.001713777	yes
Unigene0002630	65	55	5.068	4.2686	-0.247653547	0.412824107	0.582608989	no
Unigene0002631	117	84	4.2512	3.0381	-0.484700776	0.024466617	0.0562771	no
Unigene0002632	8	2	1.8608	0.4631	-2.00652734	0.109462886	0.202417413	no
Unigene0002633	851	1260	21.3972	31.5354	0.559550212	5.66E-17	5.47E-16	no
Unigene0002634	982	1016	48.3971	49.8426	0.042458725	0.544696688	0.70427411	no
Unigene0002635	260	261	9.4348	9.4275	-0.00111669	1	1	no
Unigene0002636	12	7	2.4259	1.4086	-0.784258093	0.35951399	0.523046962	no
Unigene0002637	14	43	1.0489	3.2069	1.612302226	0.000157128	0.000581393	yes
Unigene0002638	647	659	27.3732	27.7528	0.019869234	0.830118029	0.951570854	no
Unigene0002639	2	13	0.1687	1.0916	2.693912421	0.007406097	0.019686068	yes
Unigene0002640	7	13	0.5615	1.0381	0.886587497	0.263416131	0.408257984	no
Unigene0002641	65	125	5.2599	10.0686	0.936755819	1.76E-05	7.43E-05	no
Unigene0002642	544	285	18.1636	9.4721	-0.939293954	4.42E-19	4.68E-18	no
Unigene0002643	96	119	7.1159	8.7802	0.303207566	0.135407806	0.239533301	no
Unigene0002644	0	28	0.001	3.4356	11.74634636	7.59E-09	4.54E-08	yes
Unigene0002645	0	31	0.001	3.7785	11.88359791	9.53E-10	6.10E-09	yes
Unigene0002646	8	10	1.5827	1.9693	0.315295087	0.814612826	0.937750861	no
Unigene0002647	117	128	6.964	7.5837	0.122985691	0.525516032	0.683832824	no
Unigene0002648	228	201	8.9136	7.8219	-0.188489129	0.197588792	0.326184803	no
Unigene0002649	42	40	4.1472	3.9316	-0.077021074	0.912336139	1	no
Unigene0002650	1	1	0.2326	0.2315	-0.006838903	1	1	no
Unigene0002651	2325	3670	68.1354	107.057	0.651902675	1.36E-52	3.35E-51	no
Unigene0002652	195	110	10.4336	5.8586	-0.832609173	1.56E-06	7.51E-06	no
Unigene0002653	188	222	4.9959	5.8723	0.233181074	0.106560163	0.198853047	no
Unigene0002655	176	105	8.1877	4.8623	-0.751819333	3.08E-05	0.000126138	no
Unigene0002656	250	230	9.5454	8.7414	-0.126941298	0.343538355	0.504449375	no
Unigene0002657	1	0	0.2376	0.001	-7.892391026	1	1	no
Unigene0002658	181	240	9.9136	13.0846	0.400388867	0.005845364	0.015948417	no
Unigene0002659	309	381	11.475	14.0838	0.295542492	0.009751694	0.025076424	no
Unigene0002660	42	132	2.15	6.7261	1.645433568	6.06E-12	4.53E-11	yes
Unigene0002661	11	11	1.4389	1.4323	-0.00663263	1	1	no
Unigene0002662	59	46	2.83	2.1963	-0.365726923	0.24266574	0.385170129	no
Unigene0002663	3777	3669	167.5764	162.0366	-0.048499268	0.219374015	0.354714908	no
Unigene0002664	161	210	5.2711	6.8438	0.376693538	0.013428868	0.03320619	no
Unigene0002665	392	345	34.2108	29.9706	-0.190903875	0.082418121	0.158968955	no
Unigene0002666	1495	3453	35.0975	80.6921	1.201059165	5.05E-147	3.36E-145	yes
Unigene0002667	125	140	9.6248	10.7302	0.156848499	0.392941195	0.558992796	no
Unigene0002668	0	2	0.001	0.4224	8.722466024	0.500024999	0.660319045	no
Unigene0002669	65	45	10.4437	7.197	-0.537165358	0.070331292	0.13895621	no
Unigene0002670	212	297	4.3927	6.1256	0.479743189	0.000322389	0.00113241	no
Unigene0002671	899	449	30.7934	15.3089	-1.008250545	2.34E-33	3.85E-32	yes
Unigene0002672	1932	2048	99.726	105.2278	0.077474309	0.125465622	0.223837073	no
Unigene0002673	46	77	3.081	5.1337	0.736600309	0.006757241	0.018149885	no
Unigene0002674	13	12	3.1151	2.8623	-0.122103587	1	1	no
Unigene0002675	1	15	0.2251	3.3606	3.900080872	0.000521183	0.001760099	yes
Unigene0002676	2	25	0.4103	5.1049	3.637131641	5.72E-06	2.58E-05	yes
Unigene0002677	82	68	14.4717	11.9458	-0.276730933	0.290259262	0.439678881	no
Unigene0002678	13	39	1.3236	3.9526	1.578334766	0.000416456	0.001434133	yes
Unigene0002679	76	154	9.7127	19.5906	1.012217277	3.47E-07	1.79E-06	yes
Unigene0002680	211	463	27.9953	61.1481	1.127123032	1.31E-21	1.53E-20	yes
Unigene0002681	2	15	0.4855	3.6247	2.900318394	0.002359203	0.007010106	yes
Unigene0002682	0	7	0.001	1.6769	10.71158094	0.01564141	0.037903988	yes
Unigene0002683	63	171	8.7558	23.6566	1.433931834	1.40E-12	1.08E-11	yes
Unigene0002684	0	24	0.001	5.3769	12.39255893	1.21E-07	6.53E-07	yes
Unigene0002685	29	35	5.6568	6.7958	0.26465723	0.532966182	0.692360787	no
Unigene0002686	60	65	5.0386	5.4334	0.108832331	0.721507209	0.863871333	no
Unigene0002687	34	37	6.3428	6.8707	0.115337239	0.812915769	0.937750861	no
Unigene0002688	123	268	14.6422	31.7566	1.116924124	3.99E-13	3.20E-12	yes
Unigene0002689	14	10	3.284	2.3349	-0.492093364	0.541501489	0.700814016	no
Unigene0002690	19	21	1.7175	1.8896	0.137770771	0.874754498	0.987871044	no
Unigene0002691	1	20	0.2036	4.054	4.315536622	2.12E-05	8.86E-05	yes
Unigene0002692	5407	12361	234.4689	533.5584	1.186249612	0	0	yes
Unigene0002693	27572	27449	1263.6431	1252.2241	-0.013096278	0.584037427	0.74164475	no
Unigene0002694	402	216	18.1693	9.7177	-0.902816039	8.15E-14	6.81E-13	no
Unigene0002695	801	809	16.4742	16.5622	0.007685914	0.94266292	1	no
Unigene0002696	512	405	20.3747	16.0426	-0.344870841	0.000480659	0.001640796	no
Unigene0002697	11	22	1.7082	3.4006	0.993312418	0.080391156	0.155618993	no
Unigene0002698	10	9	2.2784	2.0411	-0.158674185	1	1	no
Unigene0002699	179	134	14.0156	10.4439	-0.424372958	0.013463618	0.03328581	no
Unigene0002700	3	13	0.692	2.985	2.108886989	0.021320761	0.050035434	no
Unigene0002701	14	12	2.6654	2.2741	-0.22905636	0.845119625	0.962707045	no
Unigene0002702	11	5	2.1233	0.9607	-1.144150331	0.210296764	0.343179166	no
Unigene0002703	0	16	0.001	3.2432	11.66320228	3.07E-05	0.000125928	yes
Unigene0002704	32	15	0.9674	0.4514	-1.099706119	0.018760753	0.044770342	yes
Unigene0002705	0	6	0.001	1.2389	10.27484403	0.03127344	0.069386062	no
Unigene0002706	1	13	0.2376	3.0743	3.693651213	0.00183717	0.005596501	yes
Unigene0002707	4	4	0.7885	0.7849	-0.006601896	1	1	no
Unigene0002708	9	15	1.7373	2.8821	0.730273491	0.307748337	0.46089263	no
Unigene0002709	2	5	0.3114	0.775	1.315427366	0.453207015	0.62434186	no
Unigene0002710	13	7	2.6767	1.4347	-0.899706357	0.263416131	0.408257984	no
Unigene0002711	9	4	1.881	0.8321	-1.176671025	0.267002764	0.411535972	no
Unigene0002712	9	11	2.0847	2.5363	0.282885614	0.823890983	0.945240252	no
Unigene0002713	5	0	0.6056	0.001	-9.242221395	0.062531251	0.126174354	no
Unigene0002714	19	26	3.044	4.1463	0.445856146	0.371837932	0.538480743	no
Unigene0002715	158	140	10.1194	8.9253	-0.181151185	0.328314666	0.486998844	no
Unigene0002716	19	0	3.6549	0.001	-11.83561622	3.85E-06	1.77E-05	yes
Unigene0002717	21	14	4.2921	2.8482	-0.591633234	0.310929672	0.46480365	no
Unigene0002718	14	6	2.6473	1.1293	-1.229092904	0.115499401	0.211521988	no
Unigene0002719	5	3	1.1439	0.6832	-0.743581057	0.726617172	0.866676484	no
Unigene0002720	16	7	2.8693	1.2495	-1.199347916	0.093326679	0.177001056	no
Unigene0002721	1	0	0.1897	0.001	-7.567575869	1	1	no
Unigene0002722	2	8	0.3888	1.5479	1.993212147	0.109462886	0.202417413	no
Unigene0002723	9	10	1.2667	1.4009	0.145279093	1	1	no
Unigene0002724	2	12	0.2918	1.7429	2.578438008	0.012969461	0.032163638	yes
Unigene0002725	3	15	0.4698	2.3382	2.315279719	0.007563544	0.020059634	yes
Unigene0002726	753	532	35.7178	25.1189	-0.507869934	1.51E-09	9.52E-09	no
Unigene0002727	36	21	7.225	4.1952	-0.784257997	0.063109669	0.127223451	no
