OTU_num	s1.1	s1.2	s1.3	s1.4	s1.5	s1.6	s1.7	s1.8	s2.1	s2.2	s2.3	s2.4	s2.5	s2.6	s2.7	s2.8	s3.1	s3.2	s3.3	s3.4	s3.5	s3.6	s3.7	s3.8	s4.1	s4.2	s4.3	s4.4	s4.5	s4.6	s4.7	s4.8	s5.1	s5.2	s5.3	s5.4	s5.5	s5.6	s5.7	s5.8
OTU_564	0	0.000106247	0	0	0	0.000318742	0.000106247	0	0	0	0.000106247	0.000106247	0.000106247	0.000212495	0.000212495	0	0	0.000106247	0	0.000106247	0	0.000106247	0.000531237	0.000318742	0.000318742	0.000212495	0.000318742	0	0.000318742	0	0.000106247	0.000318742	0.000424989	0.000531237	0.000106247	0.000106247	0	0.000212495	0.000318742	0.000106247
OTU_565	0	0.000106247	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0.000106247	0.000106247	0	0.000106247	0.000106247	0	0.000106247	0	0.000106247	0	0.000318742	0.000106247	0	0.000106247	0.000424989	0.000106247	0	0.000106247	0.000531237	0.000106247	0.000212495	0.000212495	0.000212495	0	0.000212495	0.000424989
OTU_566	0	0.000212495	0	0.000212495	0.000212495	0.000318742	0	0.000106247	0.000106247	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0.000106247	0.000106247	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0
OTU_568	0	0	0.000106247	0.000106247	0	0.000106247	0.000106247	0.000106247	0	0	0.000212495	0.000106247	0	0	0	0.000106247	0	0.000212495	0.000106247	0.000106247	0	0.000106247	0.000106247	0.000212495	0.000106247	0	0.000106247	0.000212495	0.000106247	0.000106247	0	0.000212495	0.000212495	0.000424989	0	0.000106247	0.000212495	0.000424989	0.000106247	0.000106247
OTU_569	0	0	0	0	0	0	0.000106247	0	0	0	0.000106247	0	0	0	0	0	0	0.000106247	0	0	0	0	0.000106247	0.000212495	0	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0	0	0	0
OTU_570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0.000106247	0	0	0.000212495	0
OTU_571	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_573	0	0.000106247	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0
OTU_575	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0
OTU_576	0	0.000106247	0	0.000106247	0	0.000106247	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0.000106247	0.000106247	0
OTU_577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_578	0.000212495	0.000212495	0	0.000106247	0	0.000318742	0.000106247	0.000212495	0.000106247	0.000106247	0.000106247	0.000106247	0	0.000212495	0	0.000318742	0	0.000106247	0.000106247	0	0	0	0.000212495	0.000106247	0	0	0	0.000212495	0.000424989	0	0	0	0	0	0.000106247	0	0.000106247	0	0	0
OTU_579	0.000106247	0.000106247	0	0	0.000212495	0	0.000212495	0.000106247	0	0	0	0	0	0.000106247	0.000318742	0.000106247	0	0.000212495	0.000106247	0	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0	0.000318742	0	0.000212495	0.000106247	0.000106247	0	0.000106247	0.000106247
OTU_580	0	0	0	0.000106247	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0.000212495	0	0.000106247	0	0	0	0	0	0
OTU_581	0	0.000106247	0	0.000106247	0	0	0.000212495	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0	0	0	0	0	0.000212495	0	0	0	0.000212495	0	0	0	0	0	0
OTU_583	0.000106247	0	0	0	0.000318742	0.000318742	0.000212495	0.000106247	0	0.000424989	0.000106247	0	0	0	0	0.000106247	0.000106247	0.000106247	0.000212495	0	0.000212495	0.000106247	0	0	0	0.000106247	0.000106247	0	0	0	0.000106247	0.000212495	0.000212495	0.000424989	0	0.000106247	0.000106247	0.000212495	0.000531237	0.000212495
OTU_584	0.000212495	0	0	0	0.000106247	0.000106247	0	0	0	0	0	0	0.000106247	0.000106247	0.000106247	0.000318742	0.000106247	0	0.000637484	0	0.000424989	0.000212495	0.000212495	0.000212495	0.000318742	0.000424989	0	0.000424989	0.000106247	0.000212495	0.000106247	0.000212495	0.000106247	0.000212495	0.000106247	0.000212495	0	0.000212495	0.000106247	0
OTU_585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_586	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0.000106247	0	0	0	0	0	0	0	0	0	0.000212495	0.000106247	0	0	0	0	0	0	0	0
OTU_588	0.000318742	0.001062473	0	0.000318742	0	0.000318742	0	0	0	0.000212495	0.000106247	0	0.000106247	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0.000212495	0	0	0	0	0.000106247	0.000106247
OTU_589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0.000106247	0.000424989	0	0	0	0	0	0.000106247	0.000106247	0	0	0.000106247	0.000106247	0	0
OTU_591	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0
OTU_593	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0.000106247	0	0	0	0
OTU_594	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0
OTU_595	0	0.000106247	0	0	0	0.000106247	0	0	0	0.000212495	0	0	0	0	0	0	0.000637484	0.000637484	0.000424989	0.000531237	0.000212495	0.000212495	0.001168721	0.000106247	0.001168721	0.000531237	0.000212495	0.000106247	0.000212495	0.000318742	0	0.000318742	0.000212495	0.000106247	0	0.000106247	0	0.000212495	0.000106247	0.000212495
OTU_596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0
OTU_597	0	0.000318742	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0.000106247	0	0	0	0	0	0	0.000106247
OTU_600	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0
OTU_602	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0.000106247	0	0	0.000106247	0	0	0	0.000531237	0	0.000318742	0	0.000106247	0.000318742	0.000212495	0.000531237	0.000106247	0.000212495	0.000106247	0.000106247	0.000106247	0
OTU_604	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_606	0.000106247	0	0.000106247	0.000318742	0.000424989	0.000106247	0.000318742	0.000318742	0.000106247	0.000106247	0.000212495	0.000106247	0.000106247	0.000212495	0.000531237	0.000212495	0.000424989	0.000424989	0.000424989	0.000531237	0.000531237	0.000106247	0.000637484	0.000318742	0.000743731	0.000318742	0.000424989	0.000849979	0.000424989	0.000531237	0.000212495	0.000318742	0.000743731	0.000637484	0.000743731	0.000743731	0.000318742	0.000849979	0.001274968	0.000212495
OTU_608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_610	0.000106247	0	0.000106247	0.000106247	0.000106247	0	0.000212495	0	0.000424989	0	0.000106247	0.000106247	0	0.000212495	0.000106247	0	0.000637484	0.000106247	0.000531237	0.000212495	0.000424989	0.000318742	0.000106247	0.000318742	0.000743731	0.000531237	0.000318742	0.000212495	0.000743731	0.000743731	0.000424989	0.000212495	0.000637484	0.000531237	0.000318742	0.000637484	0.000531237	0.000106247	0.000637484	0.000531237
OTU_611	0	0	0	0.000106247	0	0	0	0	0	0.000318742	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000531237	0.000106247	0	0	0.000106247
OTU_612	0	0	0.000212495	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0.000106247	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0.000212495	0	0	0	0	0	0
OTU_613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_615	0.000212495	0	0.000212495	0.000106247	0.000212495	0.000531237	0.000318742	0	0.000106247	0.000106247	0.000106247	0.000106247	0	0	0.000531237	0.000106247	0.000106247	0.000212495	0.000212495	0.000212495	0.000212495	0.000106247	0.000106247	0.000106247	0.000212495	0.000318742	0.000212495	0.000212495	0.000212495	0	0	0	0.000424989	0.000318742	0.000424989	0.000212495	0.000106247	0.001487463	0.000106247	0
OTU_616	0.000106247	0.000106247	0	0	0.000212495	0.000212495	0	0	0.000212495	0	0.000212495	0	0.000106247	0.000318742	0.000106247	0.000318742	0.000106247	0.000106247	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0.000106247	0.000106247	0	0	0	0	0	0
OTU_617	0	0	0	0	0	0	0	0	0	0	0	0.000318742	0	0	0	0	0.000212495	0	0	0.000106247	0	0	0	0.000318742	0.000212495	0.000212495	0	0	0	0	0	0	0	0.000106247	0	0	0	0.000106247	0	0
OTU_618	0.000106247	0	0	0	0	0.000106247	0.000212495	0.000106247	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0.000106247	0.000212495	0	0	0	0	0.000106247	0	0.000106247	0	0.000106247	0	0.000106247	0.000106247	0	0.000212495	0.000106247	0.000106247
OTU_620	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0.000212495	0.000106247	0	0.000106247	0	0	0	0	0	0	0
OTU_623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0.000106247	0.000212495	0	0	0	0	0	0	0	0	0	0.000106247	0.000212495	0	0	0	0.000106247	0
OTU_624	0	0.000106247	0	0	0	0	0.000106247	0.000106247	0.000106247	0	0	0	0.000106247	0	0	0	0.000106247	0.000318742	0	0.000106247	0.000531237	0.000106247	0.000106247	0.000424989	0.000212495	0.000318742	0	0	0.000106247	0	0	0	0.000318742	0.000212495	0.000106247	0	0.000106247	0.000212495	0.000106247	0.000212495
OTU_625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000531237	0.000424989	0.000424989	0.000318742	0.000212495	0	0.000106247	0.000106247	0	0.000318742	0	0.000424989	0.000106247	0.000106247	0.000318742	0.000424989	0.000212495	0	0.000212495	0.000212495	0.000318742	0.000106247	0.000106247
OTU_626	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0.000106247	0	0.000106247	0.000212495	0	0	0	0	0	0	0	0	0.000106247	0	0.000106247	0	0	0.000106247	0	0
OTU_627	0	0.000212495	0.000106247	0.000212495	0.000106247	0	0.000318742	0.000106247	0.000212495	0	0.000106247	0.000106247	0	0.000212495	0	0	0.000531237	0.000106247	0.000318742	0.000106247	0.000212495	0.000318742	0.000637484	0.000106247	0.000212495	0.000106247	0	0.000637484	0.000106247	0.000424989	0.000106247	0.000106247	0.000212495	0.000212495	0	0.000106247	0	0	0	0
OTU_628	0	0	0.000106247	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0.000212495	0	0	0	0	0.000106247	0.000106247	0	0	0	0	0	0	0	0	0.000106247	0.000106247
OTU_630	0.000212495	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0.000424989	0.000531237	0.000849979	0.000637484	0.000212495	0.000318742	0.001806205	0.000318742	0.000637484	0.000637484	0.000743731	0.001274968	0.000531237	0.000956226	0.000106247	0.001168721	0.000849979	0.000531237	0.000106247	0.000531237	0.000318742	0.000637484	0.000956226	0.000424989
OTU_631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_633	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_635	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_636	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0.000212495	0.000106247	0	0	0	0	0	0
OTU_637	0.000212495	0	0.000212495	0	0.000106247	0.000106247	0.000106247	0	0.000106247	0.000212495	0.000106247	0.000106247	0	0	0	0.000106247	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0.000106247	0	0	0	0
OTU_638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0.000424989	0	0.000212495	0	0.000106247	0	0	0.000106247	0.000637484	0.000743731	0.000106247	0	0	0.000212495	0.000106247	0.000212495
OTU_639	0	0.000106247	0	0	0	0	0.000212495	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_640	0.000531237	0.000318742	0.000212495	0.000531237	0.000212495	0.000743731	0.000531237	0.000106247	0.000637484	0.000318742	0.000637484	0.000424989	0.000318742	0.000637484	0.000637484	0.000318742	0.006268593	0.005312367	0.00839354	0.00478113	0.006374841	0.001806205	0.008712282	0.00361241	0.002868678	0.001274968	0.007118572	0.021249469	0.002549936	0.0020187	0.002974926	0.003718657	0.002443689	0.004993625	0.000849979	0.002656184	0.001487463	0.002124947	0.002868678	0.001168721
OTU_641	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0.000106247	0	0	0
OTU_642	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0
OTU_643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0
OTU_644	0	0	0.000106247	0.000106247	0	0.000106247	0.000212495	0.000106247	0.000212495	0.000212495	0.000106247	0	0	0.000106247	0.000106247	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_645	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0.000212495	0.000106247	0	0	0	0.000106247	0.000318742	0.000318742	0.000212495	0.000106247	0	0.000106247	0	0.000106247	0	0	0.000212495	0	0	0	0.000212495	0	0.000106247
OTU_647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0.000106247	0	0
OTU_648	0	0	0	0.000106247	0.000212495	0	0.000106247	0	0	0	0.000106247	0.000106247	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0.000106247	0	0	0	0
OTU_650	0.000637484	0.000743731	0.007118572	0.000531237	0.000531237	0.000849979	0.001062473	0.000743731	0.005418615	0.000531237	0.000637484	0.000531237	0.000424989	0.000531237	0.000531237	0.000318742	0.000531237	0.000637484	0.000849979	0.000956226	0.000849979	0.000743731	0.00159371	0.000956226	0.001062473	0.002231194	0.000424989	0.000637484	0.000637484	0.000743731	0.000318742	0.00159371	0.001487463	0.001168721	0.010305992	0.000849979	0.000849979	0.000743731	0.001062473	0.000956226
OTU_652	0	0	0	0.000106247	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_656	0	0.000106247	0	0.000212495	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0
OTU_658	0.000318742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0
OTU_659	0	0	0	0.000212495	0	0.000106247	0	0	0	0	0	0.000106247	0.000106247	0.000106247	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0.000106247	0	0	0	0	0.000106247	0	0
OTU_660	0	0	0	0.000106247	0.000106247	0.000106247	0	0	0.000106247	0.000106247	0	0	0	0	0.000212495	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0
OTU_661	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0.000106247	0	0	0	0	0	0	0.000106247	0	0.000212495	0	0	0.000106247	0	0	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0.000106247	0	0
OTU_662	0.000106247	0	0	0	0	0.000106247	0.000106247	0	0.000106247	0.000106247	0	0	0	0.000106247	0	0	0	0	0.000106247	0	0	0	0	0	0.000106247	0	0	0	0.000106247	0.000106247	0	0	0	0	0	0.000106247	0	0	0	0
OTU_663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0
OTU_664	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0.000956226	0	0
OTU_666	0	0	0	0	0	0.000106247	0.000106247	0	0	0	0	0	0	0	0	0	0	0.000212495	0.000106247	0.000212495	0.000318742	0	0	0	0.000318742	0.000106247	0	0	0.000212495	0.000212495	0	0	0.000424989	0.000106247	0.000212495	0	0	0	0.000106247	0.000424989
OTU_667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_668	0	0	0	0	0	0	0	0	0	0	0.006481088	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014237144	0	0.000106247	0.000106247	0	0.015087123	0	0.000106247	0.01158096	0	0	0.000106247	0	0	0	0.001062473
OTU_670	0.000743731	0.000318742	0.000106247	0.000212495	0.000212495	0.000424989	0.000531237	0.000424989	0.000318742	0.000106247	0.000424989	0.000318742	0.000531237	0.000318742	0.000424989	0.000212495	0.000531237	0.000637484	0.000318742	0.000106247	0.000212495	0.000212495	0.000531237	0	0.000637484	0.000424989	0.000212495	0.000849979	0.000212495	0.000424989	0.000318742	0.000531237	0.000637484	0.000318742	0.000318742	0.000106247	0.000424989	0.001381215	0.000424989	0.000106247
OTU_671	0.000637484	0.000318742	0.000212495	0.000318742	0	0.000212495	0	0.000106247	0.000106247	0.000106247	0.000106247	0.000637484	0.000106247	0.000212495	0.000424989	0.000318742	0.000637484	0.000106247	0.000318742	0.000318742	0.000637484	0.000424989	0.000424989	0.000637484	0.000637484	0.000637484	0.000212495	0.000849979	0.000318742	0.000318742	0.000212495	0.000956226	0.000424989	0.000212495	0.000212495	0.000318742	0.000106247	0.000318742	0.000318742	0.000424989
OTU_674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0
OTU_675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0
OTU_677	0.000106247	0.000106247	0.000106247	0	0	0.000318742	0.000212495	0.000106247	0.000106247	0.000106247	0.000106247	0.000106247	0	0	0.000318742	0	0	0	0	0.000212495	0	0	0.000318742	0	0	0.000106247	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0
OTU_680	0.000106247	0	0.000106247	0	0	0	0	0	0	0	0	0.000106247	0	0	0.000106247	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0.000106247	0	0	0.000106247	0	0	0	0.000212495	0	0
OTU_682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0
OTU_685	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0.000106247	0	0.000106247	0	0.000106247	0	0	0	0	0.000106247	0	0	0	0	0	0	0.000212495	0.000106247	0.000106247	0
OTU_686	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0.000106247	0	0	0	0
OTU_687	0.000106247	0	0	0.000106247	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0.000106247	0.000531237	0.000318742	0.000212495	0	0.000106247	0.000956226	0	0.000212495	0.000212495	0.000106247	0.000106247	0.000106247	0.000212495	0.000318742	0.000212495	0.000106247	0.000318742	0.000106247	0.000106247	0	0.000106247	0.000212495	0
OTU_688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0
OTU_689	0	0	0.000212495	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_690	0.000106247	0	0	0.000106247	0.000212495	0.000106247	0	0.000212495	0	0.000106247	0	0	0.000106247	0	0	0.000106247	0.000106247	0	0.000106247	0.000106247	0.000212495	0.000106247	0	0	0.000106247	0.000424989	0	0	0	0.000318742	0.000212495	0.000212495	0.000212495	0.000318742	0	0.000212495	0.000106247	0	0.000212495	0
OTU_691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0
OTU_692	0.000106247	0.000212495	0	0.000212495	0	0.000212495	0.000106247	0.000212495	0	0.000212495	0.000106247	0	0.000212495	0.000106247	0.000106247	0	0.000212495	0.000424989	0	0.000212495	0.000424989	0	0.000106247	0	0	0.000424989	0	0.000212495	0.000106247	0.000318742	0.000106247	0.000106247	0	0	0	0.000212495	0.000106247	0	0	0
OTU_693	0.000212495	0.000106247	0.000106247	0	0.000212495	0.000106247	0.000106247	0.000106247	0.000212495	0	0.000106247	0	0	0.000212495	0	0.000424989	0.000212495	0.000212495	0.000531237	0.000424989	0.000743731	0.000743731	0.000637484	0.000531237	0.000531237	0.000106247	0.000956226	0.001062473	0.000318742	0.000318742	0.000318742	0.000531237	0.000849979	0.000743731	0	0.000531237	0.000106247	0.000531237	0.000637484	0.000531237
OTU_694	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0.000106247	0	0.000318742	0	0	0.000106247	0	0.000212495	0	0.000212495	0	0.000212495	0.000106247	0	0	0	0.000106247	0.000212495	0	0	0.000106247	0	0	0	0.000106247
OTU_696	0.000106247	0	0.000106247	0	0	0.000106247	0.000212495	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0	0.000106247	0	0.000212495	0	0	0.000106247	0	0.000106247	0	0.000106247	0	0	0	0
OTU_698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212495	0	0	0.000106247	0	0	0	0	0	0	0.000106247	0	0	0	0	0	0	0	0.000212495	0	0	0	0	0	0	0
OTU_700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0	0
OTU_701	0.000956226	0.000849979	0.000424989	0.000106247	0.000318742	0.000743731	0.000212495	0.000106247	0	0	0.000106247	0.000106247	0.000106247	0.000212495	0.000106247	0	0.000318742	0.000637484	0.000106247	0	0	0	0.000637484	0	0	0.000212495	0.000106247	0	0	0.000106247	0.000106247	0.000106247	0	0.000318742	0	0	0.000212495	0	0	0
OTU_702	0.000318742	0	0.000212495	0.000106247	0.000318742	0	0.000106247	0.000106247	0	0.000106247	0	0.000106247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106247	0	0.000106247	0.000212495	0.000106247	0	0
